微博id,微博正文,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IzYY90NhT,Redmi K系列定位：为全球热爱科技的年轻人，打造与众不同的性能旗舰！明天下午#K30 Pro# 发布会，欢迎大家看直播！  原图 ,http://wx4.sinaimg.cn/large/68418ffbly1gd3zxjg2q1j213y0u00xi.jpg,无,无,2020-03-23 21:53,小米10 Pro,6767,180,1141
IzY3XrVG5,小米10搭载一像素8K电影相机，拍完8K视频后直接截图，就是3000万像素的照片。via http://t.cn/A6zkz9Ma#小米10pro#  原图 ,http://wx1.sinaimg.cn/large/68418ffbly1gd43bcr3l3j21hc0u07c6.jpg,无,无,2020-03-23 19:35,小米10 Pro,5948,96,1033
IzWAJ8lxh,春暖花开，北京颐和园。via http://t.cn/A6zDo6WnSHOT ON #小米10pro#  原图 ,http://wx1.sinaimg.cn/large/68418ffbly1gd3wmh7b12j20u014048b.jpg,无,无,2020-03-23 15:50,小米10 Pro,3874,93,638
IzURCyKXf,Redmi品牌代言人王一博，在昨天《天天向上》节目中，讲了#K30 Pro# 的使用体验，“5G先锋，快到让对手先发疯” ！周二（明天）下午发布会，还有最后一天！Redmi红米手机的微博视频  ,无,"http://f.video.weibocdn.com/JkhwhS6slx07BV4oQAJi01041200gwED0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1586151447&ssig=jTPlxZeuS5&KID=unistore,video",无,2020-03-23 11:26,小米10 Pro,43623,2782,1994
IzUOmaVww,2020红点设计奖，三款小米手机获奖：①小米MIX Alpha，5G环绕屏概念手机；②小米CC9 Pro，双曲面屏幕+四曲面机身；③小米9 透明版，独特科幻机甲风。我们致力于做感动人心的好产品，请大家为#小米设计# 点赞！  原图 ,http://wx1.sinaimg.cn/large/68418ffbly1gd3l37zm0yj20u01d1q7d.jpg,无,无,2020-03-23 11:18,小米10 Pro,4512,95,685
IzTQTiKkd,DST Global是全球非常知名的投资机构，投资过Facebook、Twitter、阿里巴巴等科技公司。创始人Yuri Milner是我多年的朋友，2011年投资了小米。现在是全球抗击疫情的关键时刻，Yuri个人向@小米公益基金会 捐赠1000万元，助力我的家乡湖北战疫并复产复工！诚挚感谢！ 雷军的微博视频  ,无,"http://f.video.weibocdn.com/KAYI4cx9lx07BUVzow5a01041201TdVP0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=1621fcd5d40969f1c74e6b06e52fcd54&Expires=1586151447&ssig=FS9BIHtY%2BD&KID=unistore,video",无,2020-03-23 08:52,公益 · 视频社区,5955,541,558
IzTxivx5M,榆林老街的街景via  http://t.cn/A6zeyTr4SHOT ON #小米10pro#  原图 ,http://wx1.sinaimg.cn/large/68418ffbly1gd2wfb73rvj21400u04ck.jpg,无,无,2020-03-23 08:03,小米10 Pro,2828,99,503
IzQ3UDUXW,这张图如何？一亿像素拍樱花，把照片放大后裁剪，再一键换天，最后加个模板。via @眼前的红就是蓝   http://t.cn/A6zgKS5a#小米10pro#  原图 ,http://wx1.sinaimg.cn/large/68418ffbly1gd32r3m4mpj20u01hcaib.jpg,无,无,2020-03-22 23:13,小米10 Pro,3726,83,572
IzPN95Yy4,天津夜景 via http://t.cn/A6zgJmcYSHOT ON #小米10pro#  原图 ,http://wx4.sinaimg.cn/large/68418ffbly1gd2sp3k7ukj220l0u0gwh.jpg,无,无,2020-03-22 22:31,小米10 Pro,3568,80,547
IzP47Bz1F,#K30 Pro# 直播发布会彩排结束了。内容实在太丰富了，@卢伟冰 讲得也非常精彩，下周二发布会值得期待！  原图 ,http://wx3.sinaimg.cn/large/68418ffbly1gd2y02j3yrj213y0u042x.jpg,无,无,2020-03-22 20:41,Redmi K30 Pro 变焦版,7839,178,1728
IzOdGygy6,豌豆花 via@小虫枯木 原微博 http://t.cn/A6zdQ5f0#小米10pro#  原图 ,http://wx2.sinaimg.cn/large/68418ffbly1gd2vwhhadgj20u017s7hk.jpg,无,无,2020-03-22 18:31,小米10 Pro,3122,54,624
IzNxnu6S7,武汉大学，这场寂寞的樱花雨。武汉大学的微博视频  ,无,"http://f.video.weibocdn.com/003L7BRtgx07BTHKzuvK01041200soRD0E010.mp4?label=mp4_hd&template=844x480.25.0&trans_finger=1621fcd5d40969f1c74e6b06e52fcd54&Expires=1586151448&ssig=KZbK51u%2FBr&KID=unistore,video",无,2020-03-22 16:47,校园 · 视频社区,4963,478,541
IzMrjAUMw,超好用的智能文档矫正功能，无论是拍书还是拍PPT，都能轻松拍出让人满意的画面，只能调整区域，轻松矫正角度，就像是文档源文件~#小米10#  原图 ,http://wx2.sinaimg.cn/large/68418ffbly1gd1vv9radlj20u0140qbe.jpg,无,无,2020-03-22 13:59,小米10 Pro,2893,79,822
IzLma5WEu,刚才又看到这条@人民网 微博，一个月前惊心动魄的一幕又浮现在眼前。当时疫情非常严重，原定的线下发布会只能取消了，咋办？#小米10# 是我们冲击高端市场的第一款手机，定价4000元到6000元，用户能不能认可？最后，我们破釜沉舟办了一场高端手机的直播发布会。附原微博 http://t.cn/A6hYa4vQ  原图 ,http://wx4.sinaimg.cn/large/68418ffbly1gd1w5a2wcaj20u01cl11y.jpg,无,无,2020-03-22 11:14,小米10 Pro,7658,112,1032
IzKI7pjTY,这是@桂林落霞 用#小米10pro# 拍的桂林山水，美得像是仙境。这张照片好玩吗？更多照片 http://t.cn/A6zrZYsv大家周末有拍到什么好看的照片吗？我可以帮你分享给大家。  原图 ,http://wx1.sinaimg.cn/large/68418ffbly1gd1vsx6bszj20u014641x.jpg,无,无,2020-03-22 09:35,小米10 Pro,3442,90,747
IzFZtxfA9,为什么小米10系列手机拍屏幕不会频闪？Flicker Sensor传感器是什么？快拿起你的小米10系列手机试试吧～#小米10# 关于防频闪的科普视频小米手机的秒拍视频  ,无,"http://miaopai.video.weibocdn.com/bWY8v4WJlx07BSzmoCHC010412006XOR0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1586151450&ssig=U7XoBGlkAG&KID=unistore,video",无,2020-03-21 21:34,小米10 Pro,2141,99,554
IzCVxkN2t,每平方厘米61颗元器件，器件密度相当可以！另外再加“三明治”结构。为了“弹出全面屏”，从硬件研发的角度来看，#K30 Pro# 花了很大代价。  原图 ,http://wx4.sinaimg.cn/large/68418ffbly1gd1f3qqcg4j20p00ir4qp.jpg,无,无,2020-03-21 13:46,小米10 Pro,8231,124,1599
IzC303N8z,今天早上看了@王腾Thomas 拆#K30 Pro# 的视频，突然发现王腾还是很有才艺。周末小调查：大家更喜欢看@Cici_老魏 拆机还是@王腾Thomas 拆机？ 喜欢哪位拆机？  ,无,无,无,2020-03-21 11:32,小米10 Pro,17797,112,530
IzBYtBjuc,周末看看@王腾Thomas 拆机视频，深入了解一下#Redmi K30Pro# 结尾有彩蛋。王腾Thomas的微博视频  ,无,"http://f.video.weibocdn.com/7o7oge8Olx07BRP9cWtq01041200wsfl0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=1621fcd5d40969f1c74e6b06e52fcd54&Expires=1586151460&ssig=dBT83fvvDe&KID=unistore,video",无,2020-03-21 11:21,手机平板 · 视频社区,2249,78,449
IzwITDnAs,#K30 Pro# 相机相当强悍！  [组图共2张] 原图 ,"http://ww3.sinaimg.cn/large/68418ffbly1gd0l4j38yxj20mi0u0qgh.jpg,http://ww1.sinaimg.cn/large/68418ffbly1gd0l4jhjx4j20mi0u0h0r.jpg",无,无,2020-03-20 21:59,小米10 Pro,3829,61,964
IzrKoq4I0,大家还记得我们做高端旗舰机的设计原则吗？就是不惜一切代价追求极致体验。小米10 哪个体验细节打动你？#小米10# 小调查：小米10哪个体验细节打动了你？  ,无,无,无,2020-03-20 09:19,小米10 Pro,43670,185,2139
IzriXARIu,你遇到拍照频闪这样的问题吗？小米10搭载Flicker传感器解决频闪问题。这些功能足以说明小米10在细节体验上下了很大功夫。今天是#小米10# 开放购买的日子，欢迎大家到访小米商城。  [组图共3张] 原图 ,"http://ww4.sinaimg.cn/large/68418ffbly1gd02jsweucj20qs0zq77u.jpg,http://ww1.sinaimg.cn/large/68418ffbly1gd02jsji42j20rs111wgy.jpg,http://ww1.sinaimg.cn/large/68418ffbly1gd02jt9si3j20u0140whz.jpg",无,无,2020-03-20 08:11,小米10 Pro,3631,104,933
IzmFFlKN5,用手机拍屏幕，经常遇到频闪，非常不舒服。#小米10# 自带了Flicker防闪烁传感器有效解决频闪的条纹，但iPhone11不支持。比较视频 小米手机的秒拍视频 关于Flicker科普文章 http://t.cn/A6z8i2GY  ,无,"http://miaopai.video.weibocdn.com/9UMk4T79lx07BPgCcmyA010412002T8F0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1586151469&ssig=vpm4x6IUXp&KID=unistore,video",无,2020-03-19 20:23,小米10 Pro,2770,151,699
IzlY3iwwc,#K30 Pro# “罕见”的弹出全面屏，在目前市场上的旗舰手机中。  [组图共4张] 原图 ,"http://ww4.sinaimg.cn/large/68418ffbly1gcz1vcppoaj20mi0u0qou.jpg,http://ww4.sinaimg.cn/large/68418ffbly1gcz1vc22g6j20mi0u0174.jpg,http://ww2.sinaimg.cn/large/68418ffbly1gcz1vce7wxj20lf0eagse.jpg,http://ww3.sinaimg.cn/large/68418ffbly1gcz1vd6ftkj20mi0u04me.jpg",无,无,2020-03-19 18:36,Redmi K30 Pro 变焦版,15543,181,2572
IzlHy0Yu1,#K30 Pro# 弹出全面屏 弹出式设计，可经受30万次弹起收回的考验。另外，跌落保护回收感应速度提升17%，意外跌落，也不用怕损坏。卢伟冰的微博视频 卢伟冰的微博视频  ,无,"http://f.video.weibocdn.com/JPvyakOGlx07BOW54MV2010412001k4T0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=1621fcd5d40969f1c74e6b06e52fcd54&Expires=1586151470&ssig=EdTghmMJwR&KID=unistore,video",无,2020-03-19 17:55,Redmi K30 Pro 变焦版,8580,497,1353
IzkILhFLo,大家都复工了吗？刚收到了来自产线的同事发来的vlog。我们产线已全面复工，产能全开！#K30 Pro# Redmi红米手机的微博视频 Redmi红米手机的微博视频  ,无,"http://f.video.weibocdn.com/ZHKas8tulx07BOPIJRsk01041200eTYo0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1586151470&ssig=HOxZ2zlHJx&KID=unistore,video",无,2020-03-19 15:26,Redmi K30 Pro 变焦版,5156,113,936
IzjK60Qqa,拍照时，你一定见过屏幕闪烁的条纹干扰吧？屏闪时隐时现，非常影响照片的观感。小米10搭载Flicker Sensor，解决拍照频闪问题！#小米10#  小米10 消除「频闪」的秘密武器  ,无,无,无,2020-03-19 12:56,小米10 Pro,2976,262,504
IzirmCvW9,#小米10# 打算选哪一种颜色？  原图 ,http://wx4.sinaimg.cn/large/68418ffbly1gcyzldufxfj21400u00w4.jpg,无,无,2020-03-19 09:37,小米10 Pro,11299,82,2353
Izf3fhgPj,美股熔断！第五次见证历史   ,无,无,无,2020-03-19 01:00,小米10 Pro,62024,1508,3890
Izezy2Z83,随着国内战疫的进展，工厂产能在逐渐恢复。为了让大家更快上手梦幻之作，小米全力和时间赛跑，决定明天（周四上午）加一场小米10的开放购买！我们坚信，一切都会越来越好！#小米10#  原图 ,http://wx4.sinaimg.cn/large/68418ffbly1gcybfk4o32j20u0140wia.jpg,无,无,2020-03-18 23:46,小米10 Pro,5786,148,1303
Iz9l8uoFj,真帅，Redmi x 速度与激情9 #K30 Pro#  原图 ,http://wx3.sinaimg.cn/large/68418ffbly1gcxuc99vszj20gv0u00vg.jpg,无,无,2020-03-18 10:27,Redmi K30 Pro 变焦版,6712,121,965
Iz8WdFGpO,从今天开始到月底，我们为小米10系列的用户免费贴膜，双向包邮，详情见附图。请大家帮忙转给用#小米10# 的朋友！小米服务，点赞！  原图 ,http://wx3.sinaimg.cn/large/68418ffbly1gcxt3k6ccdj20u02cy4og.jpg,无,无,2020-03-18 09:26,小米10 Pro,10288,354,2470
Iz8NpARI0,#小米10pro# 已经发布了一个多月，大家应该非常了解。今天再做个小调查：最喜欢小米10 Pro 哪项功能？ 小调查：你最喜欢小米10 Pro 哪项功能？  ,无,无,无,2020-03-18 09:04,小米10 Pro,55506,171,1389
Iz2Q6fZwB,这支视频是2017年@小米陆柒柒 他们拍的，也是他们自己最满意的视频之一。小米6，梦幻四曲面机身，现在看起来也非常漂亮。小米手机的秒拍视频  ,无,"http://gslb.miaopai.com/stream/28PJkN1GX9qc09jjfJWYjBxn85B19i8E.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_hd&mpflag=8&Expires=1586151493&ssig=JCBghN1elO&KID=unistore,video",无,2020-03-17 17:54,小米10 Pro,4412,168,606
Iz1SjigNI,小米6钉子户们，你们开心吗？49元换电池，希望大家能继续坚持3年！感谢@小米孙波 领导的小米服务团队。大家有啥问题可以直接联系他。  原图 ,http://wx1.sinaimg.cn/large/68418ffbly1gcwvdqkxbqj20u01hcwj8.jpg,无,无,2020-03-17 15:27,小米10 Pro,21304,1139,4710
Iz1cnwWJE,#K30 Pro# 这颜值如何？  原图 ,http://wx2.sinaimg.cn/large/68418ffbly1gcwt0zo79pj20u0140tc0.jpg,无,无,2020-03-17 13:44,Redmi K30 Pro 变焦版,13788,158,2968
Iz0NCq6iI,转给@UNIQ-王一博 粉丝们，参加这个活动可以解锁限量海报、同款手机，还有神秘礼物……#K30 Pro#  原图 ,http://wx3.sinaimg.cn/large/68418ffbly1gcwt1ldi8ij20u01lithy.jpg,无,无,2020-03-17 12:43,Redmi K30 Pro 变焦版,24975,5246,3287
Iz0kRqQ3t,又是一年赏樱季，小米电视和小米视频APP开启线上“云赏樱”模式：3月17日至3月25日，连续一周直播樱花绽放，让大家足不出户实时赏樱。疫情不掩芳华，没有什么能够阻挡樱花的如期绽放。 @武汉大学  原图 ,http://wx3.sinaimg.cn/large/68418ffbly1gcwp3ffokcj20u01hc4qp.jpg,无,无,2020-03-17 11:32,小米10 Pro,2149,138,370
IyZF4BAZN,嘿嘿……#K30 Pro#  原图 ,http://wx2.sinaimg.cn/large/68418ffbly1gcx2bjdi4ej20u0140gy2.jpg,无,无,2020-03-17 09:49,Redmi K30 Pro 变焦版,10326,162,1594
IyZ9SjVuO,我的粉丝中有5万多人希望我帮大家试用一下 K30 Pro ，我今天上午就去申请一部工程机。这样，我左手#小米10pro# ，右手#K30 Pro# ，两部手机一起用。  原图 ,http://wx3.sinaimg.cn/large/68418ffbly1gcwmd1qfvaj20u00yatbp.jpg,无,无,2020-03-17 08:32,小米10 Pro,20293,648,1915
IyUxlAJnE,知无远近，万里为邻。这是小米集团、泰康、中诚信、景林资产、中珈资本等武汉大学校友企业和个人馈赠韩国的首批口罩、防护服等医疗物资，今天飞抵首尔。小米集团继对意大利和韩国捐赠之后，正在组织医疗物质对更多欧洲国家进行捐赠。   原图 ,http://wx2.sinaimg.cn/large/68418ffbly1gcw1y3d70xj20qo1hc464.jpg,无,无,2020-03-16 20:46,小米10 Pro,16879,778,1602
IyTEl3Nwv,@卢伟冰 和 @王腾Thomas 已经换新机了，K30 Pro 很快就要来了。有米粉希望我试用一下K30 Pro，我再做个小调查，看看大家的意见。#小米10pro# 做个小调查：大家希望试用 K30 Pro？  ,无,无,无,2020-03-16 18:30,小米10 Pro,99611,292,1461
IySGM0Bf1,「北京街头」带着#小米10#，去北京的街头多走一走，大家“云观赏”一下。小米手机的秒拍视频  ,无,"http://miaopai.video.weibocdn.com/JhxWqmfYlx07BJOAUmQo01041200gFaL0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1586151503&ssig=jxPgEd2N2A&KID=unistore,video",无,2020-03-16 16:04,小米10 Pro,1940,96,365
IyRX33yf9,【红点设计奖】米家踢脚线电暖器荣获2020德国红点最佳设计奖，同时米家手持无线吸尘器套装版、小米曲面显示器34英寸等多款智能产品荣获11项2020德国红点设计奖。#小米设计#  原图 ,http://wx2.sinaimg.cn/large/68418ffbly1gcvqmc5l5xj20u03f7due.jpg,无,无,2020-03-16 14:11,小米10 Pro,2397,88,424
IyPLRq7YB,好久没有出门了，大家一起感受一下春天的味道！Shot on #小米10# 小米手机的秒拍视频  ,无,"http://miaopai.video.weibocdn.com/QGCzYU7Jlx07BH8KYve801041200AEBd0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1586151504&ssig=QOV%2FQwbMIa&KID=unistore,video",无,2020-03-16 08:38,小米10 Pro,3007,142,460
IyLAs3FSc,高速无线充电，只有用过才知道有多畅快。小米立式风冷无线充电器30W，在办公室和家里各放一个，把#小米10# 随手一放，就开始充电。一个小时左右就充满，充电变得非常轻松快捷。小米手机的秒拍视频  ,无,"http://miaopai.video.weibocdn.com/EgIRh4ztlx07BIomRa7C010412004phI0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1586151523&ssig=J6vtTR5dxV&KID=unistore,video",无,2020-03-15 21:59,小米10 Pro,4384,164,968
IyHFOi4Wz,@爱范儿 长文科普GaN氮化镓  让小米充电器改头换面，让雷军赞不绝口，这个新材料技术凭什么？  ,无,无,无,2020-03-15 12:01,小米10 Pro,2268,154,448
IyG1H4mFU,浪花遇见白色栏杆，春天遇见明媚海岸。带上#小米10# 一亿像素的相机，沉浸于这片蔚蓝的海里。  原图 ,http://wx1.sinaimg.cn/large/68418ffbly1gcsmx5b7f3j20u0142npe.jpg,无,无,2020-03-15 07:50,小米10 Pro,3074,85,605
IyA9iCoSw,投屏隐私保护，投屏的时候不投屏微信等信息，商务人士必备功能。#MIUI11# 投屏：小米手机的秒拍视频  ,无,"http://miaopai.video.weibocdn.com/oexxAalYlx07BFjTgK4w0104120053rx0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1586151534&ssig=Fr%2B3UDp5yR&KID=unistore,video",无,2020-03-14 16:52,小米10 Pro,6708,393,874
IyzIso3Y6,镜头所至，皆是春色。今天周末，此刻阳光温柔，邂逅微风正好。#小米10#  原图 ,http://wx2.sinaimg.cn/large/68418ffbly1gcsmxoyfvej21400u04qq.jpg,无,无,2020-03-14 15:46,小米10 Pro,3722,210,806
IyxXhhJ0K,用#小米10# 1亿像素8K电影相机，穿越冰川、大海、沙漠和湖泊，一天拍摄了几十个“自然奇观”。我们是如何做到的，这篇文章为你揭秘！ 幕后揭秘：小米10 Pro如何1天拍摄30个自然奇观  ,无,无,无,2020-03-14 11:17,小米10 Pro,1267,67,295
IywDM3hTU,【媒体实测小米黑科技：40W高速无线充电】充改装版的#小米10pro# ，20分钟充入电量57%，40分钟充满。至于实际表现如何，@钟文泽 进行了测试，并全程录像：钟文泽的微博视频 40W高速无线充电，我们会加速量产。  ,无,"http://f.video.weibocdn.com/rpfJxS6zlx07BnLZ7qje01041201xAfs0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=1621fcd5d40969f1c74e6b06e52fcd54&Expires=1586151545&ssig=M5539R0ILb&KID=unistore,video",无,2020-03-14 07:56,评测开箱 · 视频社区,4925,199,737
IysIKDrxI,MIUI 11 『全局快捷待办』太好用，刚看视频学的！打开#小米10#的「便签」APP，选择「待办」，即可快速记录生活中的小事和数据，并在「设置」中打开「全局快捷待办」，这样随时滑动快捷键，即可查看管理待办事项。小米手机的秒拍视频  ,无,"http://miaopai.video.weibocdn.com/3S7tOODHlx07BFrt5bqg010412004A0J0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1586151545&ssig=L%2FcG9xtY%2BA&KID=unistore,video",无,2020-03-13 21:57,小米10 Pro,2651,251,847
Iyqj48Qi5,MIUI 11 有多好用，你知道吗？「小米互传」，手握小米手机，轻松给小米手机和小米笔记本传文件，速率快，办公更高效。不限制文件大小、不限制文件数量，连应用都能传！@MIUI 小米手机的秒拍视频  ,无,"http://gslb.miaopai.com/stream/rLT0Laa-xy9m1ZhZUMqig7pT3gLN7uinu2dfMg__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_720p&mpflag=32&Expires=1586151545&ssig=6mx6fg1ZHL&KID=unistore,video",无,2020-03-13 15:48,小米10 Pro,2774,86,899
IypYggEgu,时间过得真快，#小米10# 已发布一个月了。当时，小米10是我们冲击高端市场第一款产品，再加上国内疫情压力很大，原计划4000人的发布会取消后只能办直播发布会。就是在这样的压力下，我们团结一心，发布了小米10。小米10受到用户的热烈欢迎，这场发布会也提振了全行业信心，深深刻在大家的记忆里。  原图 ,http://wx3.sinaimg.cn/large/68418ffbly1gcs9ecvaaxj21df0rtams.jpg,无,无,2020-03-13 14:57,小米10 Pro,6150,308,1201
