address	averagePriceTip	deliveryTimeTip	deliveryType	discounts2	distance	minPriceTip	monthSalesTip	mtWmPoiId	origin_shipping_fee_tip	picUrl	poiTypeIcon	poi_name	shippingFeeTip	shipping_time	shopName	status	statusDesc	wmPoiScore
"田园镇清真街"		30分钟	1		541m	起送 ¥0	月售200	1030643030345281		http://p0.meituan.net/waimaipoi/9d06bcd6a4d6ce3e971ac023e9c6693913603.jpg		昌宁人民医院	配送 ¥3	10:00-22:00	正宗包浆豆腐	1		50
"保山市昌宁县田园镇朝阳小区G3幢9号"		32分钟	1	"[ { ""info"" : ""满20减8;满40减20"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	2.9km	起送 ¥0	月售100	900814758879785		http://p0.meituan.net/waimaipoi/aa7c495daea1437b30054f3db6480ce916463.jpg		昌宁人民医院	配送 ¥3	00:00-03:00,07:00-23:59	卿百味	1		48
"田园镇文昌路北侧"		30分钟	1	"[ { ""info"" : ""满20减8;满40减16"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 }, { ""info"" : ""折扣商品9折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	1.7km	起送 ¥0	月售200	1105637454270597		http://p0.meituan.net/waimaipoi/d134d7a4db4334abc4dd6530f0b2b4c518671.jpg		昌宁人民医院	配送 ¥3	08:00-22:00	孙老五家鸡肉猪血卤肉米线店	1		37
"福惠路15号"		30分钟	1		932m	起送 ¥0	月售19	979769142725486		http://p1.meituan.net/waimaipoi/644d1e913707e19b4fdd56f5ea7282c713834.jpg		昌宁人民医院	配送 ¥3	08:00-20:00	缘味傣家	1		0
"保山市昌宁县田园镇福惠路与右甸东路交叉口"		30分钟	1		942m	起送 ¥0	月售11	1067846037025693		http://p0.meituan.net/waimaipoi/60634fa2d7c799d44f3e2290e3234769121086.jpg		昌宁人民医院	配送 ¥3	00:00-04:00,10:00-23:59	木易花式铁板烧	1		0
"保山市昌宁县田园镇达丙社区居民委员会福惠路北段东侧27幢104"		30分钟	1	"[ { ""info"" : ""满20减5;满40减10"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	1.4km	起送 ¥0	月售200	982809979569868		http://p0.meituan.net/waimaipoi/3ea020de2cbc49b141a0db6a55e9f85e91446.jpg		昌宁人民医院	配送 ¥3	07:30-18:30	福涵记杂酱牛肉米线	1		42
"田园镇文昌社区居民委员会富德广场2栋106号"		30分钟	1	"[ { ""info"" : ""满40减12"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 }, { ""info"" : ""折扣商品7.5折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	2.1km	起送 ¥0	月售1000	880065771903478		http://p0.meituan.net/waimaipoi/e5b181996d479b5fdfe2c54ec763a97d38110.jpg		昌宁人民医院	配送 ¥3	10:00-23:59	李记小厨房	1		45
"田园镇文昌社区居民委员会兴宁街北段东侧（紫檀水岸东南门）"	人均 ¥22	30分钟	1	"[ { ""info"" : ""满30减2;满55减3"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 }, { ""info"" : ""折扣商品8.9折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	1.8km	起送 ¥0	月售300	984772779635267		http://p0.meituan.net/waimaipoi/4e738888d729adeb77b817b52c6fc6bc23259.jpg		昌宁人民医院	配送 ¥3	00:00-02:00,11:00-23:59	老四东北特色烧烤（水饺炒面）	1		0
"云南省保山市昌宁县田园镇兴宁街西侧148号（韩国纸上烧烤旁）"	人均 ¥29	30分钟	1	"[ { ""info"" : ""满30减7;满40减14"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	1.6km	起送 ¥0	月售300	930931069570830		http://p1.meituan.net/waimaipoi/d528148b908db64cd8ea6b6a90e665d150490.jpg		昌宁人民医院	配送 ¥3	08:00-22:30	卡焙面包空间（兴宁店）	1		46
"滨河盛景121号"	人均 ¥13	30分钟	1		1.2km	起送 ¥0	月售200	898297908062820		http://p0.meituan.net/waimaipoi/0e3158a104388177bb870d0ae380ccf2127668.png		昌宁人民医院	配送 ¥3	07:30-20:30	吉昌重庆摊摊面（滨河店）	1		39
"保山市昌宁县田园镇文昌社区居民委员会环城北路与兴宁街交汇处（富德广场5栋5022）"		30分钟	1	"[ { ""info"" : ""满20减2;满40减4"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 }, { ""info"" : ""折扣商品8.5折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	2.2km	起送 ¥0	月售400	1112779984873947		http://p0.meituan.net/waimaipoi/09cc46e4b9aa05f4a41a0c29dd4d58a57318.jpg		昌宁人民医院	配送 ¥3	10:00-23:00	唯尔客	1		47
"保山市昌宁县田园镇宝丰社区居民委员会红谷小区19号（南园大门正对面）"		45分钟	1	"[ { ""info"" : ""满20减6;满40减12"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	1.6km	起送 ¥0	月售100	1050464304410164		http://p0.meituan.net/waimaipoi/114523c419a3b8fed9210ca3cf1f6e0e21541.jpg		昌宁人民医院	配送 ¥3	07:00-23:59	胖小鲜砂锅麻辣烫	1		0
"保山市昌宁县田园镇文昌社区居民委员会滨河西路19号枫景苑7幢701室"	人均 ¥14	30分钟	1	"[ { ""info"" : ""满30减20"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 }, { ""info"" : ""折扣商品9折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	1.5km	起送 ¥0	月售200	1003799484704672		http://p1.meituan.net/waimaipoi/7a10fda0e75331ab01a2937038e392df17401.jpg		昌宁人民医院	配送 ¥3	10:00-22:00	乌泷（阳光小区店）	1		48
"滨河路滨河盛景步行街9-1号"		30分钟	1	"[ { ""info"" : ""满20减6;满60减14"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	1.3km	起送 ¥0	月售0	971905057603548		http://p0.meituan.net/waimaipoi/1e0f78819ebf8f1894706fc55ea9f78b53444.jpg		昌宁人民医院	配送 ¥4	00:00-04:00,07:00-23:59	鸿记煌三汁焖锅	1		0
"兴宁街与新园路交叉口西北50米"	人均 ¥10	30分钟	1	"[ { ""info"" : ""折扣商品9折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	615m	起送 ¥0	月售47	1069259081309891		http://p1.meituan.net/waimaipoi/66b55938d8450f0bca4eabf8e39145e513592.jpg		昌宁人民医院	配送 ¥4	10:00-20:00	雪梅冷饮店	1		48
"新城路西侧2号三楼"		30分钟	1		1.3km	起送 ¥10	月售500	1000750057972009		http://p0.meituan.net/waimaipoi/5a9984dcbd352de3917ef52ef8ccf55534864.jpg		昌宁人民医院	配送 ¥4	08:00-22:00	四方街超市	1		48
"田园镇兴宁街北段红房子旁"		50分钟	0	"[ { ""info"" : ""满50减2;满100减4"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	1.9km	起送 ¥20	月售100	1007944128151421		http://p0.meituan.net/waimaipoi/d7c54b6f85631d84c9f5d2a32a391c2e14516.jpg		昌宁人民医院	配送 ¥3	00:00-01:37,09:00-23:59	左岸（特色炒菜）	1		46
"田园镇文昌路上段"	人均 ¥15	30分钟	1	"[ { ""info"" : ""满20减1;满30减2;满40减3"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	2.4km	起送 ¥0	月售1000	916229396499716		http://p0.meituan.net/waimaipoi/b1b419eaeee5e0623e4caf3b57218eba66368.jpg		昌宁人民医院	配送 ¥3	07:00-22:00	饿要吃小吃店	1		47
"田园镇隆祥花园商铺15幢15-18"	人均 ¥29	30分钟	1		1.6km	起送 ¥0	月售100	966364549767789		http://p0.meituan.net/waimaipoi/242b666d8d291fc14ba06b2981e84e7017120.jpg		昌宁人民医院	配送 ¥3	11:30-22:00	故里	1		44
"右甸北路29附近"		30分钟	1		1.5km	起送 ¥0	月售400	1072368637609562		http://p1.meituan.net/waimaipoi/c5ed504b1ee5352364b24f3512eb011018432.jpg		昌宁人民医院	配送 ¥4	08:06-23:59	继红食品经营部	1		43
"右文小寨"		30分钟	1		1.5km	起送 ¥0	月售27	867052020971460		http://p1.meituan.net/waimaipoi/c6a277086a6335597a98185fe79cdad147793.jpg		昌宁人民医院	配送 ¥3	08:00-23:00	小刀傣味园	1		0
"田园镇宝丰路"		30分钟	1		1.1km	起送 ¥2	月售400	1010555468314130		http://p1.meituan.net/waimaipoi/dc73dc9b7ba8d4781211ac7c9e1c3da753590.jpg		昌宁人民医院	配送 ¥3	08:00-20:30	尚品包子	1		39
"田园镇宝达路南侧、滨河西路西侧（山水田苑壹期四栋29号）"		30分钟	1		528m	起送 ¥0	月售0	876509538975351		http://p0.meituan.net/waimaipoi/d1b83f6d3644fc1030c6e4bf4e8d491020849.jpg		昌宁人民医院	配送 ¥3	00:00-02:00,17:00-23:59	燕林特色烤鱼	1		0
"田园镇关庙社区居民委员会右甸东路46号"		30分钟	1	"[ { ""info"" : ""折扣商品8.59折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	879m	起送 ¥0	月售35	1122804438548033		http://p1.meituan.net/business/7e204163cd03a68b7543f4556e9251f448643.jpg		昌宁人民医院	配送 ¥3	00:00-02:30,09:00-23:59	雅安张记木桶鱼(昌宁店）	1		0
"田园镇右甸北路60号"		30分钟	1	"[ { ""info"" : ""满20减7;满40减14"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 }, { ""info"" : ""折扣商品7折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	2.1km	起送 ¥0	月售100	936901074135222		http://p1.meituan.net/waimaipoi/662e56312f2fa49ddd3e2584634041e117322.jpg		昌宁人民医院	配送 ¥3	10:00-22:00	传统宜良脆皮烤鸭	1		32
"田园镇文昌社区居民委员会宝丰路东侧、环城北路北侧（三中对面）"	人均 ¥9	30分钟	1	"[ { ""info"" : ""满20减10;满30减20"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 }, { ""info"" : ""折扣商品8折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	2.3km	起送 ¥0	月售100	883012119487814		http://p0.meituan.net/waimaipoi/2c718e0827d56b4678f9a87eeed7106827187.jpg		昌宁人民医院	配送 ¥3	09:30-23:59	尊皇饮品（烤奶烧仙草）	1		47
"龙井社区十字路"		30分钟	1	"[ { ""info"" : ""满20减2"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	1.4km	起送 ¥0	月售0	944086554433854		http://p0.meituan.net/waimaipoi/106b242d024d9f6d92de6c778af71b3670565.jpg		昌宁人民医院	配送 ¥3	00:00-01:00,08:00-23:59	十字路牛肉食馆（烧烤）	1		0
"保山市昌宁县田园镇关庙社区居民委员会滨河西路12号（烟草小区门口）"		30分钟	1	"[ { ""info"" : ""满20减2;满40减5"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	591m	起送 ¥0	月售22	1042651758899334		http://p1.meituan.net/waimaipoi/a9a162f6338b12db56fc71d3c299188013835.jpg		昌宁人民医院	配送 ¥3	10:30-18:30	绍明小吃店	1		0
"云南省保山市昌宁县田园镇文昌街南侧"		30分钟	1	"[ { ""info"" : ""折扣商品9.77折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	1.7km	起送 ¥0	月售97	847277991580960		http://p1.meituan.net/waimaipoi/d133161189916e989ecf3c77ec51fcb817003.jpg		昌宁人民医院	配送 ¥3	07:30-20:30	阿凡提回味小吃	1		0
"兴宁街与清真街交叉口东南50米"	人均 ¥14	30分钟	1		625m	起送 ¥0	月售100	1014962104753229		http://p0.meituan.net/business/a2c558732590af2deb502c507b71ca7c278405.jpg		昌宁人民医院	配送 ¥3	10:00-22:00	糖糖冷饮店	1		34
"田园镇步行街南侧"	人均 ¥22	30分钟	1	"[ { ""info"" : ""满20减2;满30减3;满40减4"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	788m	起送 ¥0	月售500	1108897334461753		http://p0.meituan.net/waimaipoi/e6853ebaaf0035a0dae85590484774a328221.jpg		昌宁人民医院	配送 ¥3	00:00-03:55,07:00-23:59	白云涮菜	1		34
"云南省保山市昌宁县田园镇右甸南路"	人均 ¥10	30分钟	1	"[ { ""info"" : ""满25减8;满60减18"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 }, { ""info"" : ""折扣商品7折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	1.1km	起送 ¥0	月售900	1109713378263175		http://p0.meituan.net/business/46590d9d76d19ac98785e1daf26b17f524930.jpg		昌宁人民医院	配送 ¥3	10:00-22:30	大维饮品	1		46
"保山市昌宁县田园镇文昌社区居民委员会福惠路西侧、环城北路南侧"		45分钟	1		1.7km	起送 ¥20	月售37	892731630426327		http://p0.meituan.net/waimaipoi/9a13c65304b7b571c295b6f2c99001fe69327.jpg		昌宁人民医院	配送 ¥3	00:00-02:00,10:30-23:59	小老弟烧烤	1		0
"保山市昌宁县田园镇文昌社区居民委员会文昌路"		45分钟	1		1.8km	起送 ¥0	月售15	1014498248264449		http://p0.meituan.net/waimaipoi/fea3bc4c46049334771a1bccd883a15821019.jpg		昌宁人民医院	配送 ¥3	00:00-02:00,07:00-23:59	桃林烤鱼（文昌街店）	1		0
"田园镇文昌社区居民委员会文昌街"		30分钟	1	"[ { ""info"" : ""满20减6;满40减12"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	1.5km	起送 ¥0	月售100	1060308369418936		http://p0.meituan.net/waimaipoi/b297ef02a4132c0c32d910ed763c895a35499.jpg		昌宁人民医院	配送 ¥3	07:40-23:00	腾冲正宗傣味撒撇	1		36
"云南省保山市昌宁县兴振购物广场一层第1-06号"	人均 ¥7	30分钟	1	"[ { ""info"" : ""满25减8;满60减18"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	1.2km	起送 ¥0	月售1000	1099933737723954		http://p0.meituan.net/business/630f0868d36e408dfd8256f00a72fb1940011.jpg		昌宁人民医院	配送 ¥3	10:00-22:30	果麦饮品	1		47
"田园镇富德广场4-1071"		30分钟	1	"[ { ""info"" : ""满20减10;满40减20"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	2.1km	起送 ¥0	月售21	1116881678689750		http://p1.meituan.net/waimaipoi/1f17c9be55047794eff62c87f298c39e20664.jpg		昌宁人民医院	配送 ¥3	00:00-03:30,09:00-23:59	腾龙小吃	1		0
228省道西50米		30分钟	1		2.9km	起送 ¥0	月售0	1055124343888385		http://p0.meituan.net/waimaipoi/20cba0247c22ca73470ac6ca5cd2a2c534816.jpg		昌宁人民医院	配送 ¥3	10:00-22:00	江表大理风味食馆	1		0
"保山市昌宁县田园镇文昌社区居民委员会文昌街107号"		30分钟	1		2.4km	起送 ¥0	月售23	968430429022774		http://p0.meituan.net/waimaipoi/3f9db88a5f0721c4d5b6da5ae21e1d1426583.jpg		昌宁人民医院	配送 ¥3	10:00-23:00	八米凤味	1		0
"田园镇宝丰社区烤烟房居民小组8号金红酒店旁"		30分钟	1		2.2km	起送 ¥0	月售26	851139167148470		http://p0.meituan.net/waimaipoi/4bb9aba12129cc94d6046e9d21f0c54d14696.jpg		昌宁人民医院	配送 ¥3	09:00-20:00	老姜火瓢牛肉	1		0
"田园镇达丙社区居民委员会环城北路（茶艺坊第3幢3-1-02号房）"		30分钟	1	"[ { ""info"" : ""满20减6;满40减12"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	2.4km	起送 ¥0	月售94	1026936473560165		http://p0.meituan.net/waimaipoi/b48e1bd28e11f1f54b2e654f936a082824026.jpg		昌宁人民医院	配送 ¥3	09:00-20:30	天香一品楼	1		0
"云南省保山市昌宁县田园镇清真街"		30分钟	1	"[ { ""info"" : ""满20减4;满30减6"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	473m	起送 ¥0	月售87	1089724600436160		http://p0.meituan.net/waimaipoi/52cef637c0844f71d88b7d29e0bdd29d11245.jpg		昌宁人民医院	配送 ¥3	00:00-04:00,07:00-23:59	胖妹烧烤	1		0
"田园镇环城西路西侧（城南市场第1幢3号）"		30分钟	1	"[ { ""info"" : ""满25减6;满50减12"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	1.6km	起送 ¥0	月售26	1104748396053718		http://p0.meituan.net/waimaipoi/dafc78bf5b9519346cfd5b23802a299418451.jpg		昌宁人民医院	配送 ¥3	07:00-21:00	羊肉馆	1		0
"保山市昌宁县田园镇宝丰社区居民委员会鸿安人家19幢4单元"		30分钟	1	"[ { ""info"" : ""满20减6;满40减12"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	1.9km	起送 ¥0	月售62	874353465384297		http://p1.meituan.net/waimaipoi/5b87fd092fe7cb0a6e03f231850b955919375.jpg		昌宁人民医院	配送 ¥3	07:00-22:00	云溪过桥米线	1		0
"滨河路14-5"		45分钟	1	"[ { ""info"" : ""满20减10;满40减20"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	2.0km	起送 ¥0	月售18	1013647844724045		http://p1.meituan.net/waimaipoi/593507877b7358fdb440cf10e7a8ea7352819.jpg		昌宁人民医院	配送 ¥3	00:00-02:00,10:00-23:59	金沙茗阁老字号活螃蟹	1		0
"右甸北路"		30分钟	1	"[ { ""info"" : ""折扣商品9.78折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	2.1km	起送 ¥0	月售100	978678221022445		http://p1.meituan.net/waimaipoi/8e5c777961457bc69fb471f0a724b67825440.jpg		昌宁人民医院	配送 ¥3	08:00-22:00	佳圆小吃（大理鱼庄）	1		0
"田园镇宝达路"		30分钟	1	"[ { ""info"" : ""满20减12;满40减24"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	503m	起送 ¥0	月售1	846887149552666		http://p0.meituan.net/waimaipoi/d3bb7e51a8299590500fc065484e676324573.jpg		昌宁人民医院	配送 ¥3	10:00-22:00	酸萝卜乌江鱼火锅	1		0
"文昌街18号"	人均 ¥33	30分钟	1		1.6km	起送 ¥0	月售100	1013944197510557		http://p0.meituan.net/business/f798b734807c674d823e80515d6a216e139418.jpg		昌宁人民医院	配送 ¥4	10:30-23:00	黑鸭	1		0
"云南省保山市昌宁县田园镇达丙街31号"		30分钟	1		1.7km	起送 ¥0	月售97	942458761821164		http://p0.meituan.net/waimaipoi/a70816edd6f8c6d8a081a9d81428490930652.jpg		昌宁人民医院	配送 ¥3	07:30-21:00	私家厨房小吃	1		0
"武华路附近"		30分钟	1	"[ { ""info"" : ""满50减5;满100减10;满200减20"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	1.3km	起送 ¥0	月售100	1078145368626174		http://p0.meituan.net/waimaipoi/45265105b0a1ee0b2ec70d4b31f2694928172.jpg		昌宁人民医院	配送 ¥3	00:00-02:55,15:00-23:59	啊住烧烤	1		0
"田园镇宝丰路客运站门口"		30分钟	1		1.6km	起送 ¥0	月售0	1019149697816000		http://p0.meituan.net/waimaipoi/af57b4aae29f47d026c7f4993cb0e14318525.jpg		昌宁人民医院	配送 ¥3	08:00-19:00	金福小吃	1		0
"田园镇新城路西侧"		30分钟	1	"[ { ""info"" : ""满20减2;满40减4"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	1.5km	起送 ¥0	月售0	931321911598139		http://p1.meituan.net/waimaipoi/1c1c9c3be0cae68e3ecf2e72b577d88511481.jpg		昌宁人民医院	配送 ¥3	07:00-23:59	天津狗不理灌汤包（仁德医院店）	1		0
"保山市昌宁县田园镇文昌社区居民委员会张家沟居民小组142号（思源学校旁）"	人均 ¥6	30分钟	1		2.4km	起送 ¥0	月售100	917513591741954		http://p1.meituan.net/waimaipoi/db5eeb1f3e1c87f32e8a94c00b8c573016760.jpg		昌宁人民医院	配送 ¥3	11:00-23:59	悠悠时光	1		40
"达丙街15号（农贸市场斜对面）"		30分钟	1	"[ { ""info"" : ""满20减2;满30减3"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	2.0km	起送 ¥0	月售29	871858089407979		http://p1.meituan.net/waimaipoi/6295140a8a5e318fcaeff69aa6e20bc152168.jpg		昌宁人民医院	配送 ¥3	07:00-22:00	金花小吃	1		0
"云南省保山市昌宁县田园镇龙井社区居民委员会右甸北路"	人均 ¥14	30分钟	1	"[ { ""info"" : ""满25减2;满45减5"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	1.2km	起送 ¥0	月售200	945679987308765		http://p0.meituan.net/business/f4cb3843cf35d6711cf91a83db4dc3be41271.jpg		昌宁人民医院	配送 ¥3	09:30-23:47	新时沏（保山昌宁店）	1		46
"保山市昌宁县田园镇文昌社区居民委员会环城北路与兴宁街交汇处101-0B-05-165-01"		30分钟	1	"[ { ""info"" : ""满20减4;满40减8"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	2.1km	起送 ¥10	月售28	909567902249396		http://p0.meituan.net/business/03f76e79f8aba777856b2400b7e8e7c147355.jpg		昌宁人民医院	配送 ¥3	00:00-01:00,07:00-23:59	尚尚签(铁板烤串，花甲粉)	1		0
"保山市昌宁县田园镇文昌社区居民委员会文昌街北面（原广播电视局第7间）（天和医院往下50米）"		30分钟	1	"[ { ""info"" : ""满25减15;满40减30"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	1.5km	起送 ¥0	月售47	962507669173824		http://p0.meituan.net/waimaipoi/cac534f81be15267a34b694d77938dfd22526.jpg		昌宁人民医院	配送 ¥3	11:00-22:00	吟茶	1		43
"保山市昌宁县田园镇关庙社区居民委员会武华路36号"		30分钟	1	"[ { ""info"" : ""满25减4;满40减8"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 } ]"	633m	起送 ¥0	月售92	1108034046066304		http://p0.meituan.net/waimaipoi/55b1f742d8db690396c225812ccbe7f412220.jpg		昌宁人民医院	配送 ¥3	07:00-22:00	川百香小吃	1		0
"云南省保山市昌宁县田园镇文昌街上段"	人均 ¥9	30分钟	1	"[ { ""info"" : ""满10减1;满20减2"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/6087b33fd42d14fd94e899084aaef56d1720.png"", ""promotionType"" : 2, ""activityId"" : 2 }, { ""info"" : ""折扣商品9折起"", ""iconUrl"" : ""http://p0.meituan.net/activityconfig/3da2d9c7a4ddf89e4e71cfdfff168c391088.png"", ""promotionType"" : 2, ""activityId"" : 17 } ]"	1.4km	起送 ¥0	月售200	1004052887773269		http://p0.meituan.net/waimaipoi/5267562693e6b6b8d905b61f9b5bdff627530.jpg		昌宁人民医院	配送 ¥3	10:00-21:30	七杯茶（原昌一中店）	1		46
"武华路92号附近"		45分钟	1		1.2km	起送 ¥0	月售6	1054995494923328		http://p1.meituan.net/waimaipoi/c94ba4e6a85b6dea4babda2d28123c6a16042.jpg		昌宁人民医院	配送 ¥3	07:00-18:00	牛肉小吃	1		0
