Address,Price,livingArea,bedrooms,bathroom
['3531 Stardust Cir'],['1800'],"['1303', '1303', '\\""1', '1470', '1310', '1576', '1566', '1808', '1512', '2006', '2008']","['3', '3', '3', '3', '3', '3', '3', '3', 'null', '3', '3']","['2', '2', '2', '1.5', '1.5', '2', '1.5', '2', '0.5', '2', '2']"
['4186 Conley Dr'],['1445'],"['1889', '1889', '\\""1', '1300', '1456', '1008', '1053', '806', '1222', '1248', '1092']","['6', '6', '6', '4', '3', '3', '4', '3', '3', '3', '4']","['3', '3', '3', '2.5', '1.5', '2.5', '1.5', '2.5', '2', '1.5', '2']"
['Franklin Rd'],['3650'],"['2700', '2700', '\\""2', '1801', '3890', '1801', '2237', '2199', '1801', '1801', '2199', '2299', '2199']","['3', '3', '3', '2', '4', '2', '3', '3', '2', '2', '3', '3', '3']","['3.5', '3.5', '4', '3', '3.5', '4', '4', '4', '4', '4', '4', '4', '4']"
['3175 Zion St'],['1350'],"['1232', '1232', '\\""1', '936', 'null', '1396', '1090', 'null', '1062', '1224', '1062']","['4', '4', '4', '2', 'null', '4', 'null', 'null', 'null', 'null', '3']","['2', '2', '2', '1', 'null', 'null', '0.5', 'null', '0.5', '0.5', '1']"
['2863 Livsey Woods Dr'],['2400'],"['2900', '2900', '\\""2', '2478', '2542', '2904', '2561', '2873', '3239', '2549', '962', '2913']","['4', '4', '4', '4', '3', '4', '3', '3', '4', '4', '2', '3']","['3', '3', '3', '3', '2.5', '2.5', '3', '2.5', '3.5', '2.5', '1', '3.5']"
['1641 Jackson Way NW'],['1800'],"['1671', '1671', '\\""1', '1140', '1104', '1630', '1630', '2088', '1594', '1630', '2088', '1800', '1600']","['3', '3', '3', '3', '4', '3', '3', '3', '3', '2', '3', '3', '3']","['3', '3', '3', '2', '2', '2.5', '2.5', '3', '2.5', '2.5', '3', 'null', '2.5']"
['1665 Abner Ct NW'],['1265'],"['1146', '1146', '\\""1', '1056', '1298', '1008', '1056', '984', 'null', '2256', 'null', '708']","['4', '4', '4', '4', '3', '3', '3', '3', 'null', '4', 'null', '2']","['2', '2', '2', '2', '2', '1', '1', '1', 'null', '3', 'null', '1']"
['118 Haygood Ave SE'],['1950'],"['1872', '1872', '\\""1', '1148', '1196', '1456', '1217', '2000', '1202', '1010', '1000', '1138', '1500', '1896', '1250', '1250', '1980', '1918', '1604']","['3', '3', '3', '3', '4', '3', '3', '3', '3', '4', '2', '3', '3', '3', '3', '3', '4', '3', '3']","['2.5', '2.5', '3', '2', '2', '2', '2', '2.5', '2', '2', '1', '2', 'null', '3', '2', '2', '3', '3', '2']"
['415 Bimini Ct SW'],['1625'],"['1900', '1900', '\\""1', '976', '976', '1452', '1175', '1524', '1876', '1399', '1319', '1264', '1263', '1544']","['5', '5', '5', '2', '2', '3', '4', '3', '4', '3', '3', '3', '3', '3']","['3', '3', '3', '2', '2', '1.5', '3', '2', '2', '2', '2', '3', '2', '2.5']"
['116 Pattillo Way'],['2300'],"['1700', '1700', '\\""1', '2558', '1656', '750', '1440', '3012', '2220', '1142', '1200', '2525', '750']","['3', '3', '3', '4', '3', '2', '4', '5', '4', '2', '3', '6', '2']","['3', '3', '3', '3.5', '2', '1', '2', '4', '3', '1', '1', '2', '1']"
['424 High Creek Trce'],['1500'],"['1280', '1280', '\\""1', '1240', '1240', '1776', '1280', '1280', '1280', '1280', '1280', '1520', '1280', '1280']","['3', '3', '3', '2', '2', '4', '3', '3', '3', '3', '3', '3', '3', '3']","['3.5', '3.5', '4', '2.5', '2.5', '2.5', '3.5', '3.5', '3.5', '3.5', '4', '4', '3.5', '4']"
['5680 Grande River Rd'],['1520'],"['2286', '2286', '\\""2', '2006', '1460', '1486', '1035', '1035', '1101', '1624', '1035', '846', '1078', '884']","['4', '4', '4', '4', '3', '3', '4', '4', '4', '4', '4', '4', '4', '3']","['2.5', '2.5', '3', '2.5', '2.5', '2.5', '2.5', '2.5', '2.5', '2.5', '2.5', '2.5', '2.5', '2.5']"
['Jones Ave NW'],['1845'],"['1700', '1700', '\\""1', '1694', '1156', '1268', '995', '1337', '876', '1302', '1537', '1595', '1185']","['3', '3', '3', '3', '3', '3', '2', '5', '2', '4', '4', '2', '3']","['1', '1', '1', '2', '2', '2', '1', '2', '1', '2', '2', '1', '2']"
['2344 Brandenberry Ct'],['1595'],"['2163', '2163', '\\""2', '1788', '1626', '1232', '1547', '1856', '1464', '1462', '1213', '2182', '1685', '2212', '1909', '1685', '1960', '1732', '1992']","['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '4', '3', '3', '3', '4']","['3', '3', '3', '2', '2.5', '2', '2', '2', '2', '2.5', '2', '2.5', '2.5', '2.5', '2.5', '3', '2', '2.5', '2']"
['3559 Lamberth Ct'],['1938'],"['2185', '2185', '\\""2', '2208', '2300', '2379', '3090', '2775', '2096', '2024', '1585', '2096', '2072', '2124', '2096', '2890']","['3', '3', '3', '4', '3', '4', '4', '4', '4', '4', '3', '4', '4', '3', '4', '4']","['2.5', '2.5', '3', '2.5', '2.5', '2.5', '2.5', '2.5', '3', '3', '2', '3', '3', '3', '3', '4']"
['2955 Pond View Ct'],['2058'],"['3054', '3054', '\\""3', '2330', '2894', '1964', '2449', '2454', '4180', '1890', '2500', '2076']","['3', '3', '3', '4', '4', '4', '3', '4', '4', '3', '3', '4']","['2.5', '2.5', '3', '2.5', '3', '3', '2', '3', '3', '2', '3.5', '2.5']"
['715 Country Manor Way'],['1740'],"['1648', '1648', '\\""1', '1712', '1456', '1008', '1600', '1408', '1056', '1775', '1536', '896', '1008']","['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '2', '3']","['2', '2', '2', '2.5', '2', '2', '2', '2.5', '2', '2', '3', '2', '2']"
['10850 Spotted Pony Trl'],['1859'],"['1886', '1886', '\\""1', '1875', '1700', '1475', '1464', '1992', '2040', '1340', '1788', '2243', '1780', '1898', '1780', '1824', '1898', '1780', '1490']","['3', '3', '3', '3', '3', '4', '3', '3', '4', '4', '3', '4', '3', '3', '3', '3', '3', '3', '3']","['3', '3', '3', '2', '2', '2', '3', '2.5', '2.5', '3', '2.5', '2', '2', '2', '2', '2', '2', '2', '2']"
['888 Trace Cir NE'],['1485'],"['1248', '1248', '\\""1', '1344', '1739', '1248', '1056', '1656', '1396', '1760', '1524', '1524', '888', '1056', '2500']","['3', '3', '3', '3', '3', '4', '3', '3', '3', '4', '3', '3', '3', '3', '4']","['3', '3', '3', '3', '2.5', '2', '2', '2', '2.5', '3', '3', '3', '2.5', '2', '2.5']"
['1865 Flat Shoals Rd SE'],['1850'],"['1188', '1188', '\\""1', '1081', '1604', '1080', '1275', '1800', '1025', '1270', 'null', '1784', '1430', '1744', '1724', '2050', '1232', '2400']","['2', '2', '2', '3', '3', '3', '3', '4', '2', '1', 'null', '4', '3', '3', '3', '4', '3', '4']","['2', '2', '2', '2', '3', '2', '2', '2', '1', '1', 'null', '2', '2', '4', '2.5', '2.5', '2', '4']"
['806 Brookhaven Springs Ct NE'],['5500'],"['5329', '5329', '\\""5', '3359', '3641', '3630', '3915', '5961', '4500', '3821', '4196']","['4', '4', '4', '4', '4', '5', '6', '6', '6', '4', '4']","['3.5', '3.5', '4', '3.5', '4', '5', '5', '5.5', '4.5', '4.5', '3']"
['4379 Strand Dr'],['3000'],"['2150', '2150', '\\""2', '1766', '3138', '1407', '1700', '1700', '1700', '3100', '2864', '1700', '3093', '2364']","['3', '3', '3', '3', '4', '2', '2', '2', '2', '3', '3', '2', '4', '3']","['3.5', '3.5', '4', '2.5', '3', '2', '3.5', '3.5', '3.5', '4', '3.5', '3.5', '4', '3.5']"
['5560 Forest Downs Cir'],['1249'],"['1338', '1338', '\\""1', '843', '1581', '1380', '1878', '1376', 'null', '1180', '1270']","['3', '3', '3', '3', '4', '3', '3', '3', 'null', '4', '4']","['2.5', '2.5', '3', '2.5', '2', '2.5', '2', '2.5', 'null', '2', '2']"
['358 Pin Oak Ct SW'],['1200'],"['976', '976', '\\""976 sqft\\""', '976', '1408', '1372', '1152', '1152', '1408', '1280', '1408', '976']","['2', '2', '2', '2', '2', '2', '2', '3', '3', '2', '3', '2']","['2', '2', '2', '2', '2.5', '2', '2.5', '2', '2.5', '2.5', '3', '2']"
['230 Carroll St SE'],['3350'],"['1980', '1980', '\\""1', '998', '1478', '1478', '1562', '1969', '1500', '1800', '1742', '900', '998', '1522', '1277', 'null', '1120', '854', '1254']","['2', '2', '2', '2', '3', '3', '3', '3', '2', '3', '3', '2', '2', '2', '1', 'null', '2', '1', '2']","['1', '1', '1', '1', '2', '2', '2', '3.5', '2.5', '3.5', '3.5', '1', '1', '2', '1', 'null', '1.5', '1', '1']"
['553 Springside Dr SE'],['1000'],"['880', '880', '\\""880 sqft\\""', '1072', '1125', '1503', '1369', 'null', '1481', '2289', '1308']","['2', '2', '2', '2', '1', '3', '3', 'null', '2', '3', '2']","['1', '1', '1', '1', '1', '3.5', '2', 'null', '1.5', '2', '1']"
['Greenyard Way'],['1200'],"['1208', '1208', '\\""1', '1180', 'null', '1194', '1197', '1180', '1194', '1208', '1176', '1180']","['2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2']","['2.5', '2.5', '3', '2.5', '3', '2.5', '2.5', '3', '1.5', '3', '3', '3']"
['10285 Timberstone Rd'],['2200'],"['2211', '2211', '\\""2', '2245', '1396', '2300', '1858', '2000', '2841', '2700', '3200', '2956', '2628', '2360', '2356', 'null', '1871', '1902']","['5', '5', '5', '4', '3', '4', '4', '4', '4', '4', '4', '4', '4', '4', '3', 'null', '3', '4']","['3', '3', '3', '2.5', '2', '2.5', '2.5', '3', '2.5', '2.5', '4', '4', '2.5', '3', '3', 'null', '2.5', '3']"
['6370 Barwick Ln'],['2100'],"['2604', '2604', '\\""2', '2088', '2100', '3186', '1901', '2810', '2511', '2721', '2061', '2550', '2298', '1967', '2174', '2262', '2550', '2246']","['3', '3', '3', '4', '4', '5', '3', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4']","['2', '2', '2', '2', '2.5', '2.5', '2.5', '2.5', '3.5', '3.5', '2.5', '2.5', '2.5', '2.5', '2.5', '2.5', '2.5', '3']"
['4127 Cripple Creek Way NW'],['1650'],"['2505', '2505', '\\""2', '1746', '1670', '2200', '1643', '2430', '2500', '1576', '2236', '2000', '2354', '2398', '1668']","['4', '4', '4', '3', '3', '4', '3', '5', '3', '3', '3', '3', '3', '4', '3']","['2', '2', '2', '3', '2', '2', '2', '3', '2.5', '2.5', '3', '2.5', '3', '2.5', '2']"
['2568 N Arbor Trl'],['2125'],"['2123', '2123', '\\""2', '3200', '1745', '2358', '2432', '2167', '2404', '2672', '3294', '1488', '2900']","['4', '4', '4', '5', '3', '4', '4', '4', '5', '4', '4', '4', '5']","['2', '2', '2', '5', '2', '2.5', '3.5', '3', '4', '2.5', '2.5', '2.5', '4']"
['3390 Winfair Pl'],['1800'],"['1444', '1444', '\\""1', '1623', '1832', '1528', '1836', '1508', '1859', '2486', '2600', '2600', '1921']","['4', '4', '4', '3', '4', '3', '3', '4', '4', '3', '4', '4', '4']","['3', '3', '3', '2', '2', '2', '2', '3', '3.5', '3', '2', '2', '2']"
['3575 Brookhill Cir'],['1800'],"['1623', '1623', '\\""1', '1444', '1832', '2230', '1568', '1725', '2009', '2000', '1682', '1764', '1844']","['3', '3', '3', '4', '4', '3', '3', '3', '3', '4', '3', '3', '3']","['2', '2', '2', '3', '2', '2', '2', '2', '2', '3', '2', '2', '2']"
['1970 Debra Ln'],['1750'],"['1561', '1561', '\\""1', '1500', '1520', '2620', '1646', '1507', '1704', '2236', '2893', '2666', '2495']","['3', '3', '3', '3', '2', '4', '4', '3', '3', '4', '5', '4', '4']","['2', '2', '2', '2', '2.5', '4', '2', '2', '2', '3', '3.5', '3.5', '2.5']"
['3292 Devaughn Dr NE'],['1950'],"['2080', '2080', '\\""2', '2519', '1444', '1623', '1692', '2232', '2093', '2868', '1680', '1624', '1680', '2200']","['4', '4', '4', '5', '4', '3', '3', '4', '3', '4', '3', '3', '5', '4']","['2', '2', '2', '2.5', '3', '2', '3', '2.5', '2', '2.5', '2', '2', '3', '3']"
['2237 Courts Dr'],['1900'],"['2341', '2341', '\\""2', '2090', '1808', '1781', '2402', '1520', '2325', '2102', '2626', '2039', '2362', '3196', '2281', '2700']","['4', '4', '4', '3', '3', '3', '4', '2', '4', '3', '4', '3', '4', '4', '4', '4']","['2.5', '2.5', '3', '2.5', '2.5', '2', '2.5', '2.5', '2.5', '2', '3', '2', '3', '2.5', '3', '2.5']"
['4680 Ogeechee Dr'],['2150'],"['2156', '2156', '\\""2', '2000', '1700', '1875', '1886', '1751', '1899', '1784', '1464', '2147', '2137', '2308', '2082', '2280', '2067', '3738', '2338']","['4', '4', '4', '2', '3', '3', '3', '3', '4', '3', '3', '4', '4', '4', '4', '3', '4', '5', '4']","['2', '2', '2', '2.5', '2', '2', '3', '2.5', '2.5', '2', '3', '3', '3', '2.5', '2.5', '3', '2.5', '4', '3.5']"
['640 S Preston Ct'],['1775'],"['1640', '1640', '\\""1', '1858', '2000', '2300', '1680', '1858', '1650', '3330', '1731', '1731', '1760', '2130']","['4', '4', '4', '4', '4', '4', '4', '4', '4', '6', '3', '3', '4', '4']","['3', '3', '3', '2.5', '3', '2.5', '4', '2.5', '3', '3.5', '2', '2', '4', '3.5']"
['3352 Ethan Dr'],['1850'],"['2134', '2134', '\\""2', '2438', '1404', '3054', '3806', '1580', '2354', '1552', '1560', '2472', '1864', '1670']","['3', '3', '3', '4', '3', '3', '4', '3', '5', '4', '3', '3', '3', '4']","['2', '2', '2', '3', '2', '2.5', '2.5', '2', '3', '3', '2', '2', '2', '2']"
[],[],[],[],[]
['1443 Copeland Ave SW'],['2000'],"['1682', '1682', '\\""1', '1972', '1472', '1425', '2729', '1600', '1868', '1800', '1900', '1685', '1312', '1552', '1554', '1400', '1394', '1485', '1704']","['4', '4', '4', '4', '3', '3', '4', '3', '3', '4', '4', '4', '3', '3', '3', '3', '3', '4', '3']","['3', '3', '3', '2', '2', '1', '3', '2', '2', '2', '3', '3', '2', 'null', '2', '1', '1', '2', '1']"
['5180 Galleon Xing'],['1495'],"['2459', '2459', '\\""2', '3166', '2488', '2112', '2112', '2455', '2455', '3024', '2488', '3166', '2588']","['4', '4', '4', '4', '4', '3', '3', '4', '4', '5', '4', '4', '4']","['3.5', '3.5', '4', '3.5', '2.5', '3', '2.5', '3', '2.5', '3', '2.5', '4', '2.5']"
['2852 Knollberry Ln'],['1200'],"['1115', '1115', '\\""1', '1284', '1681', '1115', '1366', '1430', '1539', '1548', '1874', '2003', '1838']","['3', '3', '3', '3', '3', '3', '3', '3', '4', '4', '3', '3', '5']","['2', '2', '2', '2', '2', '2', '2', '2', '2', '4', '2.5', '2', '4']"
['Welch St SW'],['1400'],"['1100', '1100', '\\""1', '1425', '1332', '1226', '1238', '1856', '1056', '758', 'null', '1146', '782']","['4', '4', '4', '4', '3', '4', '3', '3', '2', '2', '2', '3', '3']","['2', '2', '2', '2', '2.5', '2', '2', '2', '1', '1', '1', '1', '1']"
['Wartrace Dr'],['2490'],"['3000', '3000', '\\""3', '2268', '2890', '4331', '2361', '2176', '4700', '2176', 'null', '2432']","['4', '4', '4', '4', '4', '4', '4', '4', '6', '4', 'null', '4']","['3', '3', '3', '2.5', '3', '3.5', '3', '3', '6', '3', 'null', '3']"
['1292 Euclid Ave NE'],['4000'],"['1300', '1300', '\\""1', '1137', '1770', '1701', '2200', '1350', '1532', '2750', '1649', '1240', '3300', '2360', '1713', '1500']","['3', '3', '3', '2', '3', '3', '2', '3', '3', '4', '3', '3', '5', '4', '3', '3']","['2', '2', '2', '2', '2', '1.5', '2.5', '2.5', '2', '3', '2', '1', '4', '2', '2', '2']"
['1065 Lynmoor Dr NE'],['1700'],"['1245', '1245', '\\""1', '1800', '1931', 'null', '2000', '1850', '1390', '1242', '1586', '1250', 'null', '1108', '2000', '2082', '1600', '2904', '3096']","['2', '2', '2', '3', '4', '3', '4', '3', '3', '3', '3', '3', 'null', '0', '3', '4', '3', '4', '5']","['1', '1', '1', '2', '2', '2.5', '3', '2.5', '2', '1', '2', '2', 'null', 'null', '2', '3', '2', '4', '4.5']"
['105 Verlaine Pl NW'],['1900'],"['1271', '1271', '\\""1', '1288', '1288', '550', '1288', '1346', '1093', '1346', '1200']","['2', '2', '2', '2', '2', '1', '2', '3', '2', '3', '2']","['2.5', '2.5', '3', '3', '2', '1', '2.5', '2', '2', '2', '2']"
['3867 Hicks Rd'],['1350'],"['1035', '1035', '\\""1', '1838', '1250', '2356', 'null', 'null', '1113', '4141', '1586', '1586', 'null']","['3', '3', '3', '3', '4', '4', 'null', 'null', '3', '4', '3', '3', 'null']","['1.5', '1.5', '2', '2', '3', '3', 'null', 'null', '2', '4', '3', '3', 'null']"
['4509 Ridge Dr'],['950'],"['1152', '1152', '\\""1', '1225', '1152', '1001', '1152', '1152', '1152', '1066', '1224']","['3', '3', '3', '3', '3', '3', '4', '3', '3', '2', '3']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']"
['2582 Baker Ridge Dr NW'],['1095'],"['915', '915', '\\""915 sqft\\""', '950', '1104', '1284', '1500', '1140', '1140', '1798', '1155', '828']","['2', '2', '2', '2', '2', '3', '3', '2', '3', '3', '3', '2']","['1', '1', '1', '1', '1', '2', '1', '1', '2', '2', '1', '1']"
['5048 Brittany Dr'],['1545'],"['1614', '1614', '\\""1', '1518', 'null', '1434', '1400', '1642', '1510', '2356', '1492', '1508']","['3', '3', '3', '4', '3', '3', '3', '3', '4', '3', '3', '3']","['2.5', '2.5', '3', '2', '2.5', '3', '2', '2.5', '2.5', '3', '3', '2.5']"
['627 Robinson Ave SE'],['2900'],"['2200', '2200', '\\""2', '2074', '3108', '1118', '1696', '2112', '1115', '2396', '2325', 'null', '2491', '1064', '1700', '1020', '1508', '1015', '2206']","['3', '3', '3', '3', '5', '3', '3', '3', '2', '3', '3', 'null', '3', '2', '2', '3', '3', '2', '3']","['3.5', '3.5', '4', '3.5', '3', '2', '3.5', '3.5', '2', '2', '2', 'null', '2', '1', '2.5', '1', '2', '1', '3']"
['1450 Brawley Cir NE'],['3000'],"['3000', '3000', '\\""3', '2280', '1600', '1504', '2638', '3872', '2471', '2275', '1958', '2197', '2176', '2397']","['4', '4', '4', '4', '3', '3', '6', '7', '4', '4', '3', '4', '3', '4']","['2', '2', '2', '3', '2', '2', '3.5', '6', '3', '3', '2', '2.5', '3', '2.5']"
['4666 Backwoods Ct NE'],['1300'],"['1248', '1248', '\\""1', '1739', '1344', '1056', '1344', '1214', '1476', '1056', '1056', 'null']","['4', '4', '4', '3', '3', '3', '4', '3', '4', '3', '3', 'null']","['2', '2', '2', '2.5', '1.5', '1.5', '2', '2', '1.5', '1.5', '1', 'null']"
['568 Lullingstone Dr SE'],['1995'],"['2000', '2000', '\\""2', '1862', '1692', '1602', '1682', '2012', '1722', '1741', '1536', '1758', '1919', '2104', '1758', '2004', '2104', '1758', '1976']","['3', '3', '3', '3', '2', '2', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3']","['2.5', '2.5', '3', '2.5', '2.5', '2.5', '3.5', '2.5', '2.5', '2', '3', '2.5', '3', '3', '2.5', '3', '3', '2.5', '3']"
['2428 Butner Rd SW'],['1325'],"['1248', '1248', '\\""1', '1350', '1174', '1196', '1100', '1100', '1166', '1006', '1938']","['3', '3', '3', '3', '5', '3', '3', '3', '2', '3', '4']","['2', '2', '2', '1', '3', '2', '1', '1', '1', '1', '2.5']"
['5315 Somerlane Trl'],['2545'],"['3816', '3816', '\\""3', '2698', '3575', '1763', '1716', '1381', '1264', '1433', '2725', '1505']","['4', '4', '4', '4', '3', '3', '3', '3', '3', '4', '3', '3']","['3', '3', '3', '2.5', '4.5', '2', '2.5', '2', '2', '2', '2.5', '2.5']"
['1960 W Kimberly Rd SW'],['1625'],"['1852', '1852', '\\""1', '1138', '816', '1684', '1360', '1150', '1080', '1136', '1100']","['3', '3', '3', '3', '2', '3', '3', '2', '2', '2', '2']","['2.5', '2.5', '3', '2', '1', '3', '2', '2', '1', '1', '1']"
['3078 Bonnes Dr'],['1515'],"['1659', '1659', '\\""1', '1200', '1964', '1764', 'null', 'null', '1659', '1682', '1764', 'null']","['3', '3', '3', '3', '4', '4', 'null', 'null', '3', '3', '4', 'null']","['2.5', '2.5', '3', '2', '4', '3', 'null', 'null', '2.5', '2.5', '4', 'null']"
['418 S Candler St'],['2495'],"['1420', '1420', '\\""1', '1520', '1426', '2656', '3500', '2400', '2625', '5202', '3192', '3610', '1124']","['3', '3', '3', '3', '3', '4', '5', '4', '5', '4', '4', '5', '2']","['2', '2', '2', '3.5', '1', '3', '3', '3', '2', '3.5', '3', '5', '2']"
['1280 Creekside Ter SE'],['2700'],"['3190', '3190', '\\""3', '3080', '3191', '2786', '3221', '2488', '2904', '2282', '2479', '2488', '3160', '3205', '2408']","['4', '4', '4', '3', '3', '3', '5', '2', '4', '2', '4', '3', '3', '3', '2']","['3.5', '3.5', '4', '3.5', '3.5', '2.5', '4', '2.5', '3', '3', '3.5', '3.5', '4', '4', '2.5']"
['1731 Chanson Pl'],['1465'],"['1942', '1942', '\\""1', '1813', '1860', '1937', '1877', '1816', '2909', '2066', '1812', '1843', '1547', '1939', '1780', '1894', '1813']","['3', '3', '3', '3', '3', '3', '3', '3', '4', '3', '3', '3', '3', '3', '3', '3', '3']","['2.5', '2.5', '3', '2.5', '2.5', '2.5', '2', '2.5', '3.5', '2.5', '2.5', '2.5', '2', '3', '2.5', '3', '2.5']"
['5596 Hosea Ct'],['1935'],"['3268', '3268', '\\""3', '1800', '3454', '1284', '2044', '1634', '2824', '1634', '1838', '2044', '2396']","['5', '5', '5', '4', '4', '5', '6', '4', '4', '4', '4', '6', '4']","['3', '3', '3', '2.5', '3', '3', '4', '2.5', '3', '2.5', '3', '3.5', '3']"
['1947 Shawn Wayne Cir SE'],['1200'],"['1200', '1200', '\\""1', '1280', '1280', '1382', '1382', '1200', '1200', '2405', '1382']","['2', '2', '2', '3', '3', '3', '3', '2', '2', '3', '3']","['2.5', '2.5', '3', '3', '2.5', '2', '3', '2.5', '3', '2.5', '2.5']"
['998 Sloan Cir SE'],['2100'],"['1392', '1392', '\\""1', '1100', '1110', '1317', '1490', '1318', '1147', '3414', '3478', '3212', 'null', 'null', '1074']","['3', '3', '3', '3', '3', '3', '3', '3', '3', '4', '4', '4', 'null', 'null', '3']","['2', '2', '2', '1', '1', '2', '2', '2', '1', '4', '4', '4', 'null', 'null', '1']"
['10140 Rillridge Ct'],['1563'],"['1056', '1056', '\\""1', '1396', '1396', '1670', '1396', '1056', '1056', '1396', '1396', 'null']","['3', '3', '3', '3', '3', '4', '3', '3', '3', '3', '3', '3']","['2', '2', '2', '2', '2', '2', '3', '2.5', '2', '2.5', '2.5', '3']"
['59 Belair Dr'],['1195'],"['1296', '1296', '\\""1', '1066', '3026', '1064', '976', '1794', '1604', '1295', '2199']","['2', '2', '2', '2', '4', '2', '2', '3', '3', '3', '4']","['1', '1', '1', '1', '3', '1', '1', '2', '1', '1', '2.5']"
['4355 Bridgehaven Dr SE'],['3500'],"['4567', '4567', '\\""4', '2512', '3064', '4058', 'null', 'null', '4648', '4450', '4044', '4605']","['4', '4', '4', '3', '2', '3', '4', '4', '2', '4', '4', '2']","['4.5', '4.5', '5', '3.5', '4.5', '4.5', '5', '4.5', '4.5', '5', '5', '4.5']"
['2500 Brentwood Rd'],['1495'],"['1014', '1014', '\\""1', '1076', '1359', '1011', '1534', '1258', '1273', '1626', '1025', '1014', '1026', '984', '1152', '1026', '960', '960', '1166']","['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3']","['1', '1', '1', '1', '1', '1', '1', '1', '2', '1.5', '1', '1', '1', '1', '2', '2', '1', '1', '1.5']"
['3072 Glendale Ct'],['1595'],"['1407', '1407', '\\""1', '1080', '1373', 'null', '1164', '1509', '1003', '1473', '1692', '1245']","['4', '4', '4', '3', '3', '3', '2', '3', '3', '3', '3', '3']","['1.5', '1.5', '2', '1.5', '2', '2', '1', '2', '1', '2', '2', '1.5']"
['2030 Mark Trl'],['1650'],"['1440', '1440', '\\""1', '1951', '1471', '1010', '1503', '1600', '1300', '1553', '2000', '1412', '1359', '1155', '1408', '1411', '1612', '1126', '1134']","['3', '3', '3', '4', '4', '2', '3', '4', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3']","['1.5', '1.5', '2', '2.5', '2', '2', '1.5', '2', '2', '1.5', '2', '1', '1', '2', '1.5', '1', '1', '1', '1']"
['1619 Creekford Way'],['1295'],"['1507', '1507', '\\""1', '1344', '2012', '1178', '2040', '1537', '1874', '1004', '2209', '1120']","['3', '3', '3', '3', '5', '3', '3', '3', '3', '3', '4', '3']","['2', '2', '2', '2', '3', '2', '2', '2', '3', '2', '2.5', '2']"
['4044 Lindsey Dr'],['1495'],"['1456', '1456', '\\""1', '1002', '1344', '816', '1478', '1175', '1523', '1621', '1587', '1800', '1175', '1218', '1121', '1756', '1189', '1756', '1800']","['4', '4', '4', '3', '3', '2', '3', '3', '3', '4', '3', '3', '3', '3', '3', '3', '3', '3', '3']","['2', '2', '2', '1', '2', '1', '1', '2', '2', '2', '2', '2', '2', '2', '2', '2', '1.5', '1', '2']"
['2168 Doris Dr'],['1350'],"['900', '900', '\\""900 sqft\\""', '1232', '1692', '1547', '900', '900', '1000', '1900', '800', '896', '800', '1140']","['2', '2', '2', '3', '3', '3', '2', '2', '2', '4', '2', '2', '2', '3']","['1', '1', '1', '2', '2', '2', '1', '1', '2', '2', '1', '1', '1', '1']"
['1742 Austin Dr'],['1900'],"['1850', '1850', '\\""1', '1075', '2363', '1155', '1240', '1143', '1483', '1621', '1728', '1155', '1875', '1369', '1851', '1644', '1875', '2075', '2037']","['4', '4', '4', '4', '4', '3', '3', '3', '4', '4', '3', '3', '3', '3', '4', '3', '4', '4', '4']","['2.5', '2.5', '3', '2', '2', '2', '1.5', '2', '1.5', '2', '2', '1.5', '2', '2', '2', '2', '2', '2.5', '2']"
['310 Flagstone Dr SW'],['1395'],"['1875', '1875', '\\""1', '1166', '1610', '1202', '1592', '962', '1799', '1689', '1845', '1827', '1516', '1660', '1247', '1282']","['3', '3', '3', '4', '3', '3', '3', '4', '4', '3', '3', '4', '3', '4', '3', '0']","['2', '2', '2', '3', '2', '1.5', '3', '2', '2', '2', '2', '2', '2', '2.5', '2.5', 'null']"
['240 Windy Pines Trl'],['2200'],"['1347', '1347', '\\""1', '1283', 'null', '1296', '3692', '1450', '3478', 'null', '3478', '1402', '4250', 'null']","['3', '3', '3', '3', '3', '3', '4', '3', '3', 'null', '3', '3', '4', '3']","['2', '2', '2', '1', '3', '2.5', '3.5', '2', '3.5', 'null', '3.5', '2', '4.5', '2']"
['3237 Sugar Creek Trce SE'],['1349'],"['1650', '1650', '\\""1', '1300', '1826', '2297', '1215', '1744', '1236', '1785', '2084', '2193', '1860', '1650']","['3', '3', '3', '3', '4', '3', '3', '4', '3', '3', '4', '3', '4', '3']","['2.5', '2.5', '3', '2', '2.5', '2', '2', '3', '2', '2.5', '2.5', '2', '2.5', '2']"
['3512 Sleeping Fawn Knls'],['950'],"['1224', '1224', '\\""1', '1116', '1116', '1116', '1116', '1224', '1367', '1400', '1008']","['2', '2', '2', '2', '2', '2', '2', '2', '3', '3', '1']","['1.5', '1.5', '2', '1.5', '1.5', '1.5', '1.5', '1.5', '2.5', '2', '1.5']"
