Address,Price,livingArea,bedrooms,bathroom
['839 Inman Village Pkwy NE'],['3600'],"['1920', '1920', '\\""1', '2156', '1742', '1500', '1993', '1920', '2145', '2200', '1548', '1548', '1548', '2186', '1548']","['3', '3', '3', '3', '3', '2', '3', '3', '3', '3', '3', '3', '3', '3', '3']","['3.5', '3.5', '4', '3.5', '3.5', '2.5', '3.5', '4', '4', '4', '3.5', '4', '3.5', '4', '3.5']"
['13 Vickwood Ct'],['3995'],"['7637', '7637', '\\""7', '4173', '5380', '5863', '5190', '4074', '3766', '3752', '4167']","['6', '6', '6', '5', '5', '5', '6', '4', '4', '4', '4']","['5', '5', '5', '5', '4', '4', '5', '2.5', '4', '3.5', '5']"
['10150 Rillridge Ct'],['1670'],"['1396', '1396', '\\""1', '1056', '1056', '1056', '1056', '1396', '1396', '1670', '1056', '1612']","['3', '3', '3', '3', '3', '3', '3', '3', '3', '4', '3', '3']","['2', '2', '2', '2', '2', '2', '2.5', '3', '2.5', '2', '2', '2']"
['5929 Rosie Ln SE'],['2095'],"['2027', '2027', '\\""2', '2697', '2146', '1886', '1832', '1863', '2223', '2244', '2361', '3050', '2331', '2389', '2268']","['4', '4', '4', '4', '4', '3', '3', '4', '5', '3', '3', '4', '4', '4', '4']","['2', '2', '2', '2.5', '2', '2', '2', '3', '3', '2.5', '2.5', '3', '4', '2.5', '2.5']"
['780 Whitehall Way'],['2279'],"['2715', '2715', '\\""2', '2076', '1676', '2995', '2884', '2400', '2128', '1948', '2824']","['3', '3', '3', '3', '4', '4', '4', '3', '3', '4', '4']","['2', '2', '2', '2.5', '3', '3', '3', '3', '3', '3', '2.5']"
['2644 Oakdale St NW'],['2300'],"['2277', '2277', '\\""2', '1955', '1236', '2205', '1671', '2456', '1008', '2519', '1185', '1050', '2638', '2652', '825']","['3', '3', '3', '4', '3', '4', '3', '4', '2', '4', '2', '2', '4', '4', '1']","['2.5', '2.5', '3', '3', '2', '3', '3', '2.5', '2', '3.5', '1', '2', '3', '3.5', '1']"
['276 Grand Manor Dr'],['2350'],"['3081', '3081', '\\""3', '2000', '1862', '1682', '2447', '2668', '2848', '2461', '1845', '2740', '3773', '1438']","['4', '4', '4', '3', '3', '3', '4', '4', '4', '4', '3', '5', '4', '3']","['2.5', '2.5', '3', '2.5', '2.5', '3.5', '3.5', '3', '2.5', '2.5', '2', '4', '2.5', '2']"
['5124 Afton Way SE'],['2450'],"['1872', '1872', '\\""1', '1050', '1482', '1080', '1500', '2100', '1315', '1276', '1232', '1120', '1412', '1200', '1750', '1232', '1120', '1120', '1155']","['3', '3', '3', '2', '2', '2', '3', '4', '2', '2', '2', '2', '3', '2', '3', '2', '2', '3', '2']","['4', '4', '4', '1.5', '3', '1.5', '3', '3.5', '2', '1.5', '1.5', '1.5', '2', '2.5', '3', '2', '2', '2', '2']"
['6358 Olmadison Pl'],['1250'],"['1460', '1460', '\\""1', '1622', 'null', '1860', '1670', '1460', '1460', '1750', '1236', '1460']","['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '2', '3']","['2.5', '2.5', '3', '2.5', '2.5', '3', '2', '2.5', '3', '2.5', '2', '2.5']"
['3180 Beechwood Dr SE'],['2400'],"['2000', '2000', '\\""2', 'null', '1320', '2750', '2800', '2560', '2506', '2460', '2201', '3370', '2693', '2046']","['3', '3', '3', '3', '2', '3', '3', '3', '4', '4', '4', '3', '3', '3']","['2', '2', '2', '3.5', '2', '2.5', '3', '3', '3', '3', '3', '2.5', '3', '2']"
['31 Adair Ave SE'],['1100'],"['976', '976', '\\""976 sqft\\""', '957', '1040', '1008', '1118', '1298', 'null', '1080', '1283']","['3', '3', '3', '2', '3', '3', '3', '3', 'null', '2', '2']","['1', '1', '1', '1', '1', '1', '1', '2', 'null', '1', '1.5']"
['6345 Thornhedge Dr'],['1338'],"['1512', '1512', '\\""1', '1227', '1227', '1456', '1854', '1704', '1408', '1254', '1902']","['6', '6', '6', '3', '3', '4', '3', '3', '3', '3', '4']","['2', '2', '2', '2', '1.5', '2.5', '2', '2', '2', '1.5', '2']"
['9 Village Walk Dr'],['3500'],"['2300', '2300', '\\""2', '1700', '2795', '3080', '2795', 'null', '2427', '2416', '3224', '2624']","['4', '4', '4', '3', '5', '4', '5', 'null', '4', '3', '3', '3']","['3.5', '3.5', '4', '2.5', '5', '3', '5', 'null', '2.5', '3.5', '3.5', '3.5']"
['6895 Slate Stone Way SE'],['1500'],"['null', 'null', '1400', 'null', '1416', '1876', '1876', '1400', '1400', '1816']","['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3']","['3.5', '3.5', '4', '2.5', '3.5', '2.5', '2.5', '4', '2.5', '2.5', '3']"
['1806 Walker Ave'],['1750'],"['1627', '1627', '\\""1', '1139', '1200', '1070', '1260', '1580', '1633', '1632', '1271', '1296', '2244', '2919', 'null', '875', '800']","['3', '3', '3', '3', '2', '2', '3', '4', '3', '2', '2', '2', '3', '3', '2', '2', '1']","['2', '2', '2', '2', '1', '1.5', '2', '2', '2', '1', '2', '2', '2', '3', '1', '1', '1']"
['902 Morrow Rd'],['1175'],"['1422', '1422', '\\""1', '1431', '1356', '1378', '1325', '1390', '1275', '1404', '1482']","['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3']","['1.5', '1.5', '2', '1.5', '2', '1.5', '1.5', '2', '2', '1.5', '2']"
['291 Vickers Dr NE'],['3795'],"['3119', '3119', '\\""3', '2713', '3600', '3119', '1797', '3650', '1255', '1255', '2338', '1335', '1500']","['4', '4', '4', '3', '4', '4', '3', '5', '3', '3', '3', '4', '2']","['3', '3', '3', '2.5', '3.5', '3', '2', '5', '2', '2', '2', '2', '2']"
['1512 Knollwood Ter'],['2495'],"['1841', '1841', '\\""1', '1946', '1929', '3492', '1700', '2058', '2646', '1918', '2177', '2139']","['3', '3', '3', '3', '3', '5', '3', '4', '5', '2', '3', '4']","['2.5', '2.5', '3', '2.5', '2', '4.5', '2', '2', '4', '2', '2.5', '2']"
['1892 Mount Royal Dr NE'],['2945'],"['2833', '2833', '\\""2', '1964', '3475', '2453', '1546', 'null', '1530', '1430', '1458', '3000', '2694', '2166', '2653']","['5', '5', '5', '3', '5', '4', '3', '5', '3', '3', '3', '4', '4', '3', '4']","['3', '3', '3', '3', '3', '3.5', '2', '3', '2', '2', '2', '3', '3.5', '2', '3']"
['2042 Desmond Dr'],['2645'],"['1840', '1840', '\\""1', '2146', '1938', '1521', '1599', '2160', '1854', '1546', '1831', '2964', '2087', '2121']","['4', '4', '4', '5', '4', '4', '3', '4', '3', '3', '4', '3', '4', '3']","['2', '2', '2', '3', '2', '2', '2', '2', '3', '2', '2', '2', '3', '2']"
['2413 Whites Rdg'],['1495'],"['1626', '1626', '\\""1', '1788', '2163', '1464', '1213', '1640', '1679', '1926', '1400', '2208', '1530', '1836', '1588']","['3', '3', '3', '3', '3', '3', '3', '4', '3', '3', '3', '3', '3', '4', '3']","['2.5', '2.5', '3', '2', '3', '2', '2', '2.5', '2.5', '2', '2.5', '2', '2', '2', '2.5']"
['2340 N Eiffel Ct'],['1645'],"['1632', '1632', '\\""1', '1292', '1273', '1258', '1856', '1204', '1266', '1626', '1359', '1632', '1125', '1218', '2033', '1232', '1366', '1602', '1574']","['3', '3', '3', '3', '3', '3', '3', '4', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3']","['2', '2', '2', '1.5', '2', '1', '2', '1.5', '1', '1.5', '1', '2', '1.5', '1.5', '1.5', '1.5', '2', '2', '2.5']"
['2420 Leisure Lake Dr'],['2845'],"['2916', '2916', '\\""2', '2293', '2892', '2718', '3060', '2348', '2834', '2580', '2430', '2669', '3655', '2436']","['5', '5', '5', '4', '4', '4', '4', '4', '4', '4', '4', '4', '5', '4']","['3', '3', '3', '3', '3', '3', '2.5', '2.5', '3.5', '3', '2', '3.5', '4', '3']"
['2229 Eldorado Dr NE'],['2995'],"['2792', '2792', '\\""2', '2000', '3625', '2714', '3461', '2316', '6002', '2700', '1782', '2734', '3171']","['5', '5', '5', '3', '4', '4', '4', '4', '5', '4', 'null', '4', '4']","['3', '3', '3', '3', '3.5', '3', '2.5', '2', '5', '2.5', '0.5', '3', '3.5']"
['3086 Jackson St'],['1445'],"['1188', '1188', '\\""1', '1000', '825', '1075', '1026', '1086', '1294', '1062', '1116', '2601', '1482']","['3', '3', '3', '3', '3', '3', '4', '2', '2', '3', '3', '6', '2']","['2', '2', '2', '1', '2', '2', '2', '1.5', '2.5', '2', '2', '4', '1']"
['1939 Handley Ave SW'],['1645'],"['1304', '1304', '\\""1', '1757', '1600', '1401', '1856', '1800', '1300', '1421', '1535', '1050', '980', '1660', '1488', '1512', '1125']","['3', '3', '3', '4', '3', '3', '5', '4', '2', '3', '2', '3', '3', '3', '3', '3', '3']","['2', '2', '2', '2', '2', '1.5', '2', '2', '2', '2', '2', '1.5', '1', '2', '1', '1', '1']"
['2116 Brookview Dr NW'],['5995'],"['3665', '3665', '\\""3', '3543', '2600', '4525', '2275', '2700', '2209', '3484', '3597', '1875', '3543', '2960']","['5', '5', '5', '6', '4', '6', '3', '4', '3', '4', '3', '3', '6', '4']","['4', '4', '4', '4', '3.5', '5.5', '2', '3', '2', '3', '2.5', '2.5', '4', '3.5']"
['410 Allison Dr NE'],['3595'],"['1673', '1673', '\\""1', '1500', '1930', '2099', '2175', '1615', '1927', '3200', '2553', '1531']","['4', '4', '4', '3', '3', '3', '4', '3', '4', '5', '4', '2']","['2', '2', '2', '2', '2', '3', '2', '2', '3', '3.5', '3', '2']"
['7435 Twin Branch Rd'],['2995'],"['3001', '3001', '\\""3', '2961', '3175', '4117', '2378', '3492', '3100', '2736', '2880']","['5', '5', '5', '6', '4', '4', '4', '4', '4', '4', '4']","['4', '4', '4', '2.5', '4', '2.5', '3.5', '4', '3.5', '4', '2.5']"
['1022 Burns Dr SW'],['1395'],"['1360', '1360', '\\""1', '1209', '2076', '1100', '1380', '1635', '1080', '1247', '1080', '1291', '1975', '1368', '1461', '1595', '1408', '1696', '1188']","['3', '3', '3', '3', '3', '3', '3', '3', '3', '4', '3', '3', '3', '3', '3', '4', '3', '3', '4']","['2', '2', '2', '2', '2', '1', '2', '2', '1', '2', '2', '1', '2', '2', '2', '2', '2', '1', '4']"
['3552 Bolfair Dr'],['1250'],"['1000', '1000', '\\""1', '1000', '1000', '900', '1000', '1000', '1000', '1000', '875']","['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '4']","['1', '1', '1', '1', '1', '1', '2', '1', '1', '1', '2']"
['3148 Welmingham Dr SW'],['1599'],"['1602', '1602', '\\""1', '1237', '1742', '1376', '1178', '1602', '1376', '1602', '1376', '1376', '1602']","['3', '3', '3', '3', '4', '3', '3', '3', '3', '3', '3', '3', '3']","['2.5', '2.5', '3', '2.5', '2.5', '2.5', '2', '2.5', '3', '3', '2.5', '2.5', '2.5']"
['2916 Ward Lake Way'],['1545'],"['2248', '2248', '\\""2', '1685', '1460', '2016', '2016', '1685', '1685', '1460', '1242']","['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3']","['2', '2', '2', '2.5', '2', '3', '2.5', '2.5', '2.5', '3', '2']"
['1422 Twin Branches Cir SE'],['1350'],"['1280', '1280', '\\""1', '1610', '1644', '1348', '1400', '1610', '1280', '1612', '1282', '1820', '1280', '1280']","['2', '2', '2', '3', '2', '2', '2', '3', '3', '3', '2', '3', '2', '2']","['1.5', '1.5', '2', '2.5', '2.5', '2.5', '2.5', '2.5', '2', '2', '1.5', '3', '1.5', '1.5']"
['1847 S Gordon St SW'],['1695'],"['1757', '1757', '\\""1', '1304', '1800', '1506', '1856', '1600', '1401', '1182', '1700', '2669', '1116', '1797', '1653', '1797', '1792']","['4', '4', '4', '3', '4', '3', '5', '3', '3', '2', '3', '4', '3', '4', '2', '3', '1']","['2', '2', '2', '2', '2', '2', '2', '2', '1.5', '1', '3', '3', '1', '1', '1', '1.5', '1']"
['199 12th St NE'],['3100'],"['2100', '2100', '\\""2', '1280', '1704', '2337', '1358', 'null', '1900', '1959', '1450', '2268', 'null', '2034', '2100', '1200', '1080']","['2', '2', '2', '2', '2', '2', '3', '2', '2', '3', '2', '2', '2', '3', '2', '2', '2']","['2', '2', '2', '2.5', '2.5', '2', '3.5', '2.5', '2.5', '3', '2', '3', '2', '3', '2', '2.5', '2.5']"
['2590 Alpine Way'],['1700'],"['2478', '2478', '\\""2', '1264', '1462', '2890', '2521', '2572', '2708', '2828', '2937', '2320', '1698']","['4', '4', '4', '3', '4', '4', '4', '4', '4', '4', '4', '4', '4']","['3', '3', '3', '2', '2', '3', '3', '2.5', '3', '4', '3', '3', '2']"
['3969 Kirksford Dr'],['1250'],"['1621', '1621', '\\""1', '1587', '1143', '1584', '1728', '1478', '1175', '1073', '1200', '1306', '1035', '1080', '1054', '1286', '1035']","['4', '4', '4', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3']","['2', '2', '2', '2', '2', '1', '2', '1', '2', '1', '1', '1', '1', '1.5', '1', '1', '1']"
['1445 Ashwoody Ct NE'],['2400'],"['1600', '1600', '\\""1', '2280', '1504', '1290', '3000', '1837', '1986', '1939', '2000', '2097', '1696', '4311', '2306', '2072']","['3', '3', '3', '4', '3', '3', '4', '3', '4', '3', '4', '3', '3', '6', '4', '4']","['2', '2', '2', '3', '2', '2', '2', '2.5', '3', '2.5', '3', '2.5', '2', '5', '2.5', '3']"
['884 Berkshire Rd NE'],['3200'],"['2056', '2056', '\\""2', '1880', '3048', '1800', '1924', '3040', '3247', '5194', 'null', '2880', '2288']","['3', '3', '3', '3', '3', '4', '5', '6', '3', '4', 'null', '5', '4']","['2', '2', '2', '3.5', '3.5', '2', '7', '4', '3.5', '3', 'null', '3.5', '3']"
['4745 Agate Dr'],['2800'],"['2234', '2234', '\\""2', '1464', '1340', '1788', '1784', '1751', '2040', '1344', '2234', '2234', '2877', '2418', '2524', '2000', '2328', '1848']","['4', '4', '4', '3', '4', '3', '3', '3', '4', '6', '4', '4', '5', '4', '3', '4', '3', '3']","['2.5', '2.5', '3', '3', '3', '2.5', '2', '2.5', '2.5', 'null', '2.5', '2.5', '3.5', '3', '3', '3', '3', '2.5']"
['1249 Eason St NW'],['1200'],"['1000', '1000', '\\""1', '1350', 'null', '1170', '2853', '1350', '1764', '625', '1521', '1298']","['3', '3', '3', '3', 'null', '0', '6', '5', '4', '2', '3', '4']","['1', '1', '1', '2', 'null', 'null', '3', '2', '2', '1', 'null', '2']"
['1691 Stokes Ave SW'],['1850'],"['1800', '1800', '\\""1', '1757', '1300', '1124', '1554', '1304', '1600', '1972', '1682', 'null', '1223', '1574', '1358', '1578', '1280', '1296', '1781']","['4', '4', '4', '4', '2', '3', '3', '3', '3', '4', '4', 'null', '3', '3', '2', '3', '3', '2', '2']","['2', '2', '2', '2', '2', '2', '3.5', '2', '2', '2', '3', 'null', '1', '2', '1', '1', '1', '1', '1']"
['339 Red Oak Run SW'],['1100'],"['976', '976', '\\""976 sqft\\""', '976', '1152', '976', '1408', '1408', '1152', '1024', '976', '1800']","['2', '2', '2', '2', '2', '2', '3', '3', '2', '3', '2', '3']","['2', '2', '2', '2', '2', '2', '3', '3', '2.5', '2', '2', 'null']"
['317 Timber Creek Ln SW'],['1390'],"['1344', '1344', '\\""1', '1150', '1102', '1408', '1344', '1044', '2350', '1044', 'null', '1102']","['2', '2', '2', '2', '2', '3', '2', '2', '3', '2', '2', '2']","['2.5', '2.5', '3', '1.5', '1.5', '2.5', '2.5', '2', '2', '2', '2', '1.5']"
['3241 Turner St'],['1100'],"['1070', '1070', '\\""1', '1139', '1260', '1200', '1580', '1154', '1195', '1347', '1090', '3200', '1950', '1070', '1070']","['2', '2', '2', '3', '3', '2', '4', '3', '2', '3', '2', '2', '4', '2', '2']","['1.5', '1.5', '2', '2', '2', '1', '2', '1', '1', '2', '1', '2', '3', '1.5', '1.5']"
['1144 Evergreen Dr'],['5600'],"['4200', '4200', '\\""4', '2898', '4144', '4236', '4149', '4215', '4216', '4371', '3880', '3354']","['4', '4', '4', '5', '4', '4', '4', '4', '5', '4', '4', '4']","['3', '3', '3', '4', '3', '3', '4', '3', '4', '4', '4', '4']"
['364 Provenance Dr'],['3000'],"['1824', '1824', '\\""1', '1418', '2975', '1911', 'null', '2087', '1824', '2115', '2115', '2115', '1822', 'null', '1506']","['3', '3', '3', '3', '3', '3', '4', '4', '4', '4', '4', '4', '4', 'null', '2']","['3.5', '3.5', '4', '2.5', '3', '2.5', '2', '3.5', '3.5', '3', '3', '3.5', '3', 'null', '2']"
['1519 Pine Glen Cir'],['1150'],"['1025', '1025', '\\""1', '1254', '1120', '1120', '1276', '1621', '1475', '1501', '1826', '1500', '1625', '1414', '1273', '1075']","['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', 'null']","['1.5', '1.5', '2', '2', '2', '2', '2', '1.5', '1.5', '2', '2', '1', '1', '2', '2', '0.5']"
['929 Regency Path Dr'],['1350'],"['1260', '1260', '\\""1', '1240', '1240', '1260', '1240', '1260', '1240', '1260', '1280']","['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '2']","['2.5', '2.5', '3', '2.5', '2.5', '1.5', '2.5', '1.5', '2.5', '2.5', '1.5']"
['3314 Cameron Trl'],['2300'],"['2713', '2713', '\\""2', '1449', '2477', '2745', '2433', '2713', '2477', '2724', '2433', '2614']","['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3']","['3.5', '3.5', '4', '2.5', '4', '3.5', '4', '3', '4', '4', '3.5', '3.5']"
['5136 Cornwallis Ct'],['1250'],"['1196', '1196', '\\""1', '1544', '1561', '1725', '1536', '1258', '1364', '1256', '1728', '2011']","['3', '3', '3', '3', '3', '3', '3', '3', '4', '3', 'null', '0']","['1.5', '1.5', '2', '2', '2', '2', '2.5', '1.5', '2', '1.5', '0.5', 'null']"
['1930 Phillips Dr SE'],['1195'],"['1540', '1540', '\\""1', '1025', '1100', '1000', '950', '1000', '950', '950', '1074', '1448']","['3', '3', '3', '3', '3', '3', '3', '3', '2', '3', '3', '3']","['2', '2', '2', '1.5', '1', '1', '1', '1', '1', '1', '1', '1']"
['6310 Holcomb Way'],['590'],"['1200', '1200', '\\""1', '1250', '1152', '1300', '1200', '1200', '1200', '1250', '1250', '1210', '1690', '1690']","['1', '1', '1', '2', '2', '2', '1', '2', '2', '2', '2', '2', '3', '3']","['1.5', '1.5', '2', '2.5', '2.5', '1.5', '1.5', '2.5', '2.5', '2.5', '2.5', '2.5', '4', '4']"
['2768 Norfair Loop'],['1300'],"['1468', '1468', '\\""1', '1468', '1468', '1468', '1468', '1860', '1456', '1468', '1468']","['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3']","['3', '3', '3', '2.5', '2.5', '2.5', '2.5', '2.5', '2.5', '2.5', '2.5']"
['Kinsey Ct NE'],['1800'],"['1300', '1300', '\\""1', '1685', '1278', '2050', '1000', '2556', '1800', '1800', '1004', '1000', '1944', '1100']","['2', '2', '2', '3', '3', '4', '2', '4', '1', '3', '2', '2', '4', '2']","['1', '1', '1', '2', '2', '3', '1', '3.5', '1.5', '2', '1.5', '1', '2', '1']"
['2470 Vivian Cir'],['3500'],"['2420', '2420', '\\""2', '3373', '1856', '1850', '2484', '1211', '3318', 'null', '2710', '2588', '2590', '2710']","['5', '5', '5', '5', '3', '4', '5', '0', '4', 'null', '4', '4', '4', '4']","['4', '4', '4', '3.5', '3.5', '2', '4', '1.5', '4', 'null', '4', '3.5', '4', '4']"
['490 Woods Dr NW'],['1095'],"['950', '950', '\\""950 sqft\\""', '915', '954', '900', '1000', '900', '1105', '1513', '1525', '1720', '1138']","['2', '2', '2', '2', '3', '3', '2', '2', '2', '3', '3', '3', '3']","['1', '1', '1', '1', '1', '1.5', '1', '1', '1', '2', '2', '2', '1']"
['5149 Madeline Pl'],['1300'],"['1725', '1725', '\\""1', '1725', '1725', '1725', '1536', '1725', '1536', '1725', '1536']","['3', '3', '3', '3', '3', '3', 'null', '3', 'null', '3', 'null']","['2.5', '2.5', '3', '2.5', '2.5', '2.5', 'null', '3', 'null', '3', 'null']"
['980 Washington St SW'],['1360'],"['1010', '1010', '\\""1', '1456', '1044', '1332', '880', '1198', '1440', '1248', '1176', '1288', '1092', '1040']","['4', '4', '4', '3', '2', '3', '2', '3', '4', '4', '3', '3', '2', '3']","['2', '2', '2', '2', '1', '2.5', '2', '2', '3', '1', '1', '1', '1.5', '1']"
['2722 Mango Cir NW'],['1350'],"['1140', '1140', '\\""1', '884', '1137', '2861', '2066', '825', '2697', '2405', '957']","['3', '3', '3', '3', '3', '5', '3', '3', '4', '4', '3']","['2', '2', '2', '1', '1', '3', '1.5', '1', '2.5', '2.5', '1']"
['428 Page Ave NE'],['1950'],"['1282', '1282', '\\""1', 'null', '1578', '1529', '1432', '1088', '1416', '1770', '2000', '1248', '1424', '3192', '4035', '3130', '1282', '4208', '1224']","['2', '2', '2', '2', '3', '4', '2', '2', '3', '3', '3', '2', '3', '5', '5', '4', '2', '3', '2']","['2.5', '2.5', '3', '1.5', '2', '2.5', '1', '2', '2', '2', '2.5', '3', '2', '4.5', '4', '3.5', '2', '3.5', '1.5']"
['255 Remington Trl'],['1218'],"['1216', '1216', '\\""1', '1579', '1231', '1168', '1104', '1858', '1273', '1219', '1282']","['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3']","['2', '2', '2', '2', '2', '2', '2', '3', '2', '2', '2']"
['3334 Peachtree Rd NE'],['2500'],"['1386', '1386', '\\""1', '850', '1025', '1567', '2018', '1567', '1660', 'null', '1567', '793']","['2', '2', '2', '1', '1', '2', '2', '2', '3', '1', '2', '1']","['2', '2', '2', '1', '1', '2', '3', '2', '2', '1', '2', '1']"
['2620 Northview Ave'],['1600'],"['1618', '1618', '\\""1', '936', '1653', '1145', '1176', '1520', '1200', '1484', '1195', '1024', '1560', '1092', '1024', '1024', '1024', '1014', '1024']","['4', '4', '4', '2', '3', '3', '3', '3', '3', '3', '3', '2', '3', '2', '3', '3', '4', '3', '3']","['2', '2', '2', '1', '2', '1', '1.5', '2', '2', '2', '2', '1', '2', '1', '1', '1', '2', '1', '1']"
['1840 Singer Way'],['1288'],"['1478', '1478', '\\""1', '1344', '1188', '1248', '1389', '1758', '1206', '1215', '1206']","['3', '3', '3', '3', '4', '3', '0', '3', '3', '2', '3']","['2', '2', '2', '2', '2', '2', 'null', '2', '2', '2', '2']"
['4741 Warners Trl'],['1450'],"['1260', '1260', '\\""1', '1508', '1485', '1720', '1512', '1528', '1589', '2364', '1702']","['2', '2', '2', '3', '4', '3', '3', '3', '3', '4', '3']","['3', '3', '3', '3', '3', '3', '3', '3', '3', '2.5', '2.5']"
['482 Tarragon Way SW'],['1395'],"['1166', '1166', '\\""1', '1592', '1875', '1166', '1161', '1139', '1172', '1150', '1254', 'null', '1164']","['4', '4', '4', '3', '3', '4', '3', '3', '3', '3', '3', 'null', '3']","['3', '3', '3', '3', '2', '3', '2', '2', '2.5', '2', '2.5', 'null', '2']"
['1066 Wylie St SE'],['3400'],"['2000', '2000', '\\""2', '1824', '1418', '1112', '1980', '1562', '1200', '1512', '1500', '2204', '1218', '1464', '786', '650', 'null', '1867', '1579']","['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '2', '3', '3', '3', '3', '2', 'null', '3', '3']","['2.5', '2.5', '3', '2.5', '2', '1', '2', '2', '2', '2', '2.5', '2.5', '2', '2', '1', '1', 'null', '3', '2']"
